x,ipc,useful_prefetch_coverage,selected_accuracy,legacy_timeliness,request_pressure,cumulative_cycles_saved_vs_stride,window_cycles_saved_vs_stride,total_eligible_callbacks,total_completed_updates
0.1,0.408221582675076,NA,0.24711437565582373,1.0,1.1722017220172203,NA,NA,1626.0,0.0
0.2,0.4072689359691779,NA,0.2427685950413223,1.0,1.2039800995024876,NA,NA,3234.0,0.0
0.3,0.4148568536426506,NA,0.2450879007238883,1.0,1.2034847542003733,NA,NA,4841.0,0.0
0.4,0.4092423287525475,NA,0.24361593462717057,1.0,1.2071516646115907,NA,NA,6463.0,0.0
0.5,0.4127029982872826,NA,0.2443298969072165,1.0,1.2094763092269327,NA,NA,8067.0,0.0
0.6,0.4085534755644166,NA,0.24263959390862944,1.0,1.2115621156211562,NA,NA,9693.0,0.0
0.7,0.4142587874645291,NA,0.2446043165467626,1.0,1.2094468614045992,NA,NA,11302.0,0.0
0.8,0.40819825372787055,NA,0.2407124681933842,1.0,1.2062615101289134,NA,NA,12931.0,0.0
0.9,0.41838203300197474,NA,0.2468944099378882,1.0,1.2090112640801,NA,NA,14529.0,0.0
1.0,0.40651563255865003,NA,0.24115267947421637,1.0,1.2112676056338028,NA,NA,16163.0,0.0
1.1,0.41278136209593863,NA,0.2399193548387097,1.0,1.2392254840724548,NA,NA,17763.0,0.0
1.2,0.4142656519919964,NA,0.24536082474226803,1.0,1.2064676616915422,NA,NA,19371.0,0.0
1.3,0.4106455759098879,NA,0.24083503054989816,1.0,1.2078720787207873,NA,NA,20997.0,0.0
1.4,0.4137497310626748,NA,0.24382716049382716,1.0,1.2104607721046077,NA,NA,22603.0,0.0
1.5,0.4096799170807848,NA,0.24213197969543146,1.0,1.210817455439459,NA,NA,24230.0,0.0
1.6,0.4152082476966322,NA,0.2458762886597938,1.0,1.2102308172177167,NA,NA,25833.0,0.0
1.7,0.3937395412934344,NA,0.24743852459016394,1.0,1.2261306532663316,NA,NA,27425.0,0.0
1.8,0.414119829713926,NA,0.23961499493414387,1.0,1.2147692307692308,NA,NA,29050.0,0.0
1.9,0.4110777224649865,NA,0.2420675537359263,1.0,1.2166874221668742,NA,NA,30657.0,0.0
2.0,0.4078103844836305,NA,0.2400611620795107,1.0,1.2029429797670141,NA,NA,32287.0,0.0
2.1,0.41349139731147894,NA,0.24716202270381837,1.0,1.2089831565814098,NA,NA,33890.0,0.0
2.2,0.4080500106093003,NA,0.24108053007135577,1.0,1.2066420664206643,NA,NA,35516.0,0.0
2.3,0.4144699757949534,NA,0.24537037037037038,1.0,1.2104607721046077,NA,NA,37122.0,0.0
2.4,0.4084233226054141,NA,0.23904179408766565,1.0,1.2073846153846153,NA,NA,38747.0,0.0
2.5,0.409592660099531,NA,0.24279835390946503,1.0,1.2074534161490684,NA,NA,40357.0,0.0
2.6,0.40564824617980766,NA,0.24329896907216494,1.0,1.2125,NA,NA,41957.0,0.0
2.7,0.4035512510088781,NA,0.23792756539235413,1.0,1.2173913043478262,NA,NA,43590.0,0.0
2.8,0.41164121351829747,NA,0.24484536082474226,1.0,1.2109862671660425,NA,NA,45192.0,0.0
2.9,0.4123371268349002,NA,0.24257932446264074,1.0,1.203943314849045,NA,NA,46815.0,0.0
3.0,0.40896115686932055,NA,0.24342444559051057,1.0,1.2080996884735202,NA,NA,48420.0,0.0
3.1,0.4109881799799438,NA,0.24665981500513876,1.0,1.2004935225169648,NA,NA,50041.0,0.0
3.2,0.4125940198622761,NA,0.24357656731757452,1.0,1.2154903185509056,NA,NA,51642.0,0.0
3.3,0.41141258511097856,NA,0.24111675126903553,1.0,1.2274143302180685,NA,NA,53247.0,0.0
3.4,0.4095557548726896,NA,0.24260958205912334,1.0,1.2096177558569667,NA,NA,54869.0,0.0
3.5,0.4127302518892727,NA,0.2446043165467626,1.0,1.2147315855181025,NA,NA,56471.0,0.0
3.6,0.4064065935405736,NA,0.23787878787878788,1.0,1.2184615384615385,NA,NA,58096.0,0.0
3.7,0.39402034721073,NA,0.23652085452695829,1.0,1.2380352644836272,NA,NA,59684.0,0.0
3.8,0.409632927933279,NA,0.24256410256410257,1.0,1.202961135101789,NA,NA,61305.0,0.0
3.9,0.40880066062186754,NA,0.24130879345603273,1.0,1.2149068322981367,NA,NA,62915.0,0.0
4.0,0.40928755315622095,NA,0.23647294589178355,1.0,1.243613707165109,NA,NA,64520.0,0.0
