x,ipc,useful_prefetch_coverage,selected_accuracy,legacy_timeliness,request_pressure,cumulative_cycles_saved_vs_stride,window_cycles_saved_vs_stride,total_eligible_callbacks,total_completed_updates
1.0,0.40361200455112894,0.570913321698662,0.27704381210478773,0.9991855019344329,1.0936708860759494,305430.0,305430.0,16196.0,0.0
2.0,0.4077219271221519,0.5718562874251497,0.2577163096643616,0.9997818974918211,1.1030697674418604,580010.0,274580.0,32320.0,0.0
3.0,0.40831175745954956,0.5785526809148857,0.2602316168203283,1.0,1.1025847641480195,866398.0,286388.0,48453.0,0.0
4.0,0.4071009809912339,0.5729635182408795,0.25868682310469315,1.0,1.1011180124223603,1151293.0,284895.0,64553.0,0.0
5.0,0.4065561240565357,0.5704873197414222,0.25616835994194487,1.0,1.1073062183211768,1433912.0,282619.0,80731.0,0.0
6.0,0.40449670901477547,0.5757201137347014,0.2596598829105102,1.0,1.112248062015504,1718662.0,284750.0,96857.0,0.0
7.0,0.4064008128016256,0.5699629171817058,0.25792918274878335,1.0,1.1048825710754018,1987176.0,268514.0,113036.0,0.0
8.0,0.4086524807044515,0.5835100411625296,0.2617209354369475,1.0,1.108052817556258,2267807.0,280631.0,129167.0,0.0
9.0,0.40568198183761767,0.5837557176412412,0.2622604831991114,0.9997882701672666,1.1141018501330364,2549926.0,282119.0,145328.0,0.0
10.0,0.40892520144677735,0.5868538767395626,0.26192324755989355,1.0,1.1166707951449095,2833599.0,283673.0,161476.0,0.0
11.0,0.4094564792802738,0.5910905914649364,0.26435626988113176,1.0,1.1104294478527608,3121890.0,288291.0,177613.0,0.0
12.0,0.39401941570072807,0.5567642633954404,0.2577275405796325,0.9911413267408323,1.1352551237608708,3413111.0,291221.0,194056.0,0.0
13.0,0.3877324553002639,0.5424038351786326,0.25379192480239265,0.992273961160994,1.1363719123626874,3715916.0,302805.0,210533.0,0.0
14.0,0.38493221343721373,0.5495087758030688,0.2636373265543904,0.9983955074207782,1.1458914916858842,4026425.0,310509.0,227011.0,0.0
15.0,0.408691394675732,0.5904572564612326,0.2556213017751479,1.0,1.1549453280318092,4315305.0,288880.0,243107.0,0.0
16.0,0.4082807501750504,0.587942202291978,0.252325457072597,1.0,1.161070076345354,4601985.0,286680.0,259218.0,0.0
17.0,0.40748866366537684,0.5796217964667828,0.25091555364067214,1.0,1.1504337050805453,4890694.0,288709.0,275358.0,0.0
18.0,0.4078316731865357,0.5867511807109123,0.2530960167265319,0.9997882253282507,1.1569904478352562,5173357.0,282663.0,291480.0,0.0
19.0,0.40883960282050263,0.5901987748468559,0.25334048832841427,1.0,1.1573815290975715,5467253.0,293896.0,307581.0,0.0
20.0,0.4088130277265172,0.5839670863982047,0.2518821251882125,0.9997865528281751,1.1536695824803027,5752890.0,285637.0,323700.0,0.0
21.0,0.40857400725709153,0.5761275853476202,0.2512497283199305,1.0,1.1418290110435538,6036645.0,283755.0,339818.0,0.0
22.0,0.40667119698380105,0.5834784772331426,0.2527756817936833,1.0,1.1535687639890575,6322000.0,285355.0,355902.0,0.0
23.0,0.40865364968574536,0.5890615288999379,0.2534224598930481,1.0,1.1591867096454251,6601458.0,279458.0,372034.0,0.0
24.0,0.410426305699467,0.5871433910551888,0.2527077747989276,1.0,1.1562306261624302,6876751.0,275293.0,388164.0,0.0
25.0,0.43268240592186447,0.5863408521303258,0.25328858333784443,0.999572740867336,1.1468926553672316,6959302.0,82551.0,404271.0,0.0
