x,ipc,useful_prefetch_coverage,selected_accuracy,legacy_timeliness,request_pressure,cumulative_cycles_saved_vs_stride,window_cycles_saved_vs_stride,total_eligible_callbacks,total_completed_updates
0.1,0.30173558307384074,0.0,NA,NA,0.0,-3568.0,-3568.0,1659.0,0.0
0.2,0.36648562276901875,0.0,NA,NA,0.0,-4557.0,-989.0,3266.0,0.0
0.3,0.3716781267422412,0.0,NA,NA,0.0,-5903.0,-1346.0,4873.0,0.0
0.4,0.3637951105937136,0.0,NA,NA,0.0,-7064.0,-1161.0,6496.0,0.0
0.5,0.3657604342307875,0.0,NA,NA,0.0,-8510.0,-1446.0,8100.0,0.0
0.6,0.36230046301999175,0.0,NA,NA,0.0,-9351.0,-841.0,9726.0,0.0
0.7,0.36359405451002064,0.0,NA,NA,0.0,-10952.0,-1601.0,11335.0,0.0
0.8,0.3592625059278313,0.0,NA,NA,0.0,-12318.0,-1366.0,12963.0,0.0
0.9,0.37052956084836447,0.0,NA,NA,0.0,-14052.0,-1734.0,14563.0,0.0
1.0,0.3602552047870712,0.0,NA,NA,0.0,-15413.0,-1361.0,16196.0,0.0
1.1,0.36510608157200075,0.0,NA,NA,0.0,-17679.0,-2266.0,17796.0,0.0
1.2,0.368298351128282,0.0,NA,NA,0.0,-19110.0,-1431.0,19404.0,0.0
1.3,0.3651114137479052,0.0,NA,NA,0.0,-20715.0,-1605.0,21030.0,0.0
1.4,0.3693239525049397,0.0,NA,NA,0.0,-22289.0,-1574.0,22636.0,0.0
1.5,0.3639751914509507,0.0,NA,NA,0.0,-24333.0,-2044.0,24263.0,0.0
1.6,0.3649528480920265,0.0,NA,NA,0.0,-26148.0,-1815.0,25866.0,0.0
1.7,0.34745265089,0.0,NA,NA,0.0,-30812.0,-4664.0,27459.0,0.0
1.8,0.36719346689383703,0.0,NA,NA,0.0,-32651.0,-1839.0,29083.0,0.0
1.9,0.3649262119199498,0.0,NA,NA,0.0,-33977.0,-1326.0,30689.0,0.0
2.0,0.3643106695665796,0.0,NA,NA,0.0,-35663.0,-1686.0,32320.0,0.0
2.1,0.3668190188324884,0.0,NA,NA,0.0,-36974.0,-1311.0,33923.0,0.0
2.2,0.36135914401245967,0.0,NA,NA,0.0,-38847.0,-1873.0,35549.0,0.0
2.3,0.3638838046235076,0.0,NA,NA,0.0,-40419.0,-1572.0,37155.0,0.0
2.4,0.36199357099417917,0.0,NA,NA,0.0,-42503.0,-2084.0,38780.0,0.0
2.5,0.36647890730648996,0.0,NA,NA,0.0,-43377.0,-874.0,40389.0,0.0
2.6,0.3608961773876891,0.0,NA,NA,0.0,-45736.0,-2359.0,41990.0,0.0
2.7,0.3614832380222529,0.0,NA,NA,0.0,-47047.0,-1311.0,43622.0,0.0
2.8,0.36193199297851936,0.0,NA,NA,0.0,-48931.0,-1884.0,45225.0,0.0
2.9,0.3637157197934095,0.0,NA,NA,0.0,-50822.0,-1891.0,46848.0,0.0
3.0,0.3651474100094208,0.0,NA,NA,0.0,-52264.0,-1442.0,48453.0,0.0
3.1,0.3628605019086462,0.0,NA,NA,0.0,-53653.0,-1389.0,50074.0,0.0
3.2,0.36520208457349873,0.0,NA,NA,0.0,-55594.0,-1941.0,51675.0,0.0
3.3,0.36351475142861295,0.0,NA,NA,0.0,-57865.0,-2271.0,53280.0,0.0
3.4,0.3640387919736727,0.0,NA,NA,0.0,-59326.0,-1461.0,54902.0,0.0
3.5,0.3622361562396989,0.0,NA,NA,0.0,-61720.0,-2394.0,56503.0,0.0
3.6,0.3635596855935839,0.0,NA,NA,0.0,-63166.0,-1446.0,58129.0,0.0
3.7,0.35330320834643497,0.0,NA,NA,0.0,-65139.0,-1973.0,59717.0,0.0
3.8,0.36743902349405116,0.0,NA,NA,0.0,-66464.0,-1325.0,61338.0,0.0
3.9,0.3586170292882528,0.0,NA,NA,0.0,-68659.0,-2195.0,62948.0,0.0
4.0,0.3641687120809329,0.0,NA,NA,0.0,-69938.0,-1279.0,64553.0,0.0
