x,ipc,useful_prefetch_coverage,selected_accuracy,legacy_timeliness,request_pressure,cumulative_cycles_saved_vs_stride,window_cycles_saved_vs_stride,total_eligible_callbacks,total_completed_updates
0.1,0.30238430020713325,0.006419400855920114,0.011612903225806452,1.0,0.46714888487040385,-2857.0,-2857.0,1659.0,0.0
0.2,0.366246703779666,0.006242197253433208,0.00723589001447178,1.0,0.4299937772246422,-4024.0,-1167.0,3266.0,0.0
0.3,0.3721650328621724,0.006289308176100629,0.007142857142857143,1.0,0.4355942750466708,-5018.0,-994.0,4873.0,0.0
0.4,0.3639698924104998,0.00375,0.004310344827586207,1.0,0.4288354898336414,-6047.0,-1029.0,6496.0,0.0
0.5,0.36649502483003793,0.007556675062972292,0.009022556390977444,1.0,0.41458852867830426,-6945.0,-898.0,8100.0,0.0
0.6,0.36285260201600905,0.006242197253433208,0.007042253521126761,1.0,0.43665436654366546,-7366.0,-421.0,9726.0,0.0
0.7,0.3639857899947586,0.00875,0.010769230769230769,1.0,0.40397762585456803,-8671.0,-1305.0,11335.0,0.0
0.8,0.3601099055431718,0.008706467661691543,0.010542168674698794,1.0,0.40786240786240785,-9382.0,-711.0,12963.0,0.0
0.9,0.37079334945048426,0.005044136191677175,0.006097560975609756,1.0,0.41025641025641024,-10924.0,-1542.0,14563.0,0.0
1.0,0.36201191743232186,0.007453416149068323,0.008915304606240713,0.8571428571428571,0.41212492345376606,-10938.0,-14.0,16196.0,0.0
1.1,0.3655785829442968,0.006305170239596469,0.0075075075075075074,1.0,0.41599000624609617,-12850.0,-1912.0,17796.0,0.0
1.2,0.36913309093593694,0.006257822277847309,0.007530120481927711,1.0,0.4129353233830846,-13667.0,-817.0,19404.0,0.0
1.3,0.3655278038724016,0.007481296758104738,0.008928571428571428,1.0,0.4132841328413284,-14960.0,-1293.0,21030.0,0.0
1.4,0.3693144047390424,0.0012547051442910915,0.0014326647564469914,1.0,0.43462017434620176,-16541.0,-1581.0,22636.0,0.0
1.5,0.3643704043782748,0.003745318352059925,0.004273504273504274,1.0,0.43146896127842654,-18287.0,-1746.0,24263.0,0.0
1.6,0.3663137843877065,0.008860759493670886,0.010510510510510511,1.0,0.41547099189020587,-19084.0,-797.0,25866.0,0.0
1.7,0.3480016008073637,0.002421307506053269,0.0031496062992125984,1.0,0.39886934673366836,-23294.0,-4210.0,27459.0,0.0
1.8,0.36737153017589746,0.00749063670411985,0.00911854103343465,1.0,0.40492307692307694,-25001.0,-1707.0,29083.0,0.0
1.9,0.36486496347701713,0.005,0.005847953216374269,1.0,0.4259028642590286,-26373.0,-1372.0,30689.0,0.0
2.0,0.36465208544527666,0.008674101610904586,0.010542168674698794,1.0,0.4071122011036174,-27802.0,-1429.0,32320.0,0.0
2.1,0.3669845976564364,0.006313131313131313,0.007462686567164179,1.0,0.41796631316281974,-28990.0,-1188.0,33923.0,0.0
2.2,0.3622112270991952,0.004993757802746567,0.006042296072507553,1.0,0.4071340713407134,-30212.0,-1222.0,35549.0,0.0
2.3,0.36518874780430266,0.006265664160401002,0.0071633237822349575,1.0,0.43462017434620176,-30802.0,-590.0,37155.0,0.0
2.4,0.36238842966221774,0.006211180124223602,0.007022471910112359,1.0,0.43815384615384617,-32585.0,-1783.0,38780.0,0.0
2.5,0.3668297836437936,0.007537688442211055,0.008928571428571428,1.0,0.41765071472964577,-33198.0,-613.0,40389.0,0.0
2.6,0.3617853382873806,0.006195786864931847,0.007288629737609329,1.0,0.42848219862585885,-34876.0,-1678.0,41990.0,0.0
2.7,0.36258026620643147,0.012300123001230012,0.014749262536873156,1.0,0.41544117647058826,-35350.0,-474.0,43622.0,0.0
2.8,0.36294874074934397,0.006257822277847309,0.007246376811594203,1.0,0.430442919525889,-36460.0,-1110.0,45225.0,0.0
2.9,0.3640706005708627,0.003787878787878788,0.005016722408026756,1.0,0.36845348120764015,-38083.0,-1623.0,46848.0,0.0
3.0,0.3653128173655101,0.006265664160401002,0.0073964497041420114,1.0,0.42118380062305294,-39401.0,-1318.0,48453.0,0.0
3.1,0.36383481899217757,0.007509386733416771,0.00872093023255814,1.0,0.4244293645897594,-40052.0,-651.0,50074.0,0.0
3.2,0.36679210956813896,0.010126582278481013,0.012345679012345678,1.0,0.4047470331043098,-40806.0,-754.0,51675.0,0.0
3.3,0.3639354524081609,0.00375,0.004273504273504274,1.0,0.4373831775700935,-42759.0,-1953.0,53280.0,0.0
3.4,0.3653234939538962,0.007509386733416771,0.0084985835694051,1.0,0.4352651048088779,-43254.0,-495.0,54902.0,0.0
3.5,0.3631187543574251,0.006297229219143577,0.007836990595611285,1.0,0.3985009369144285,-44977.0,-1723.0,56503.0,0.0
3.6,0.36377658297380083,0.007425742574257425,0.00916030534351145,1.0,0.4028290282902829,-46259.0,-1282.0,58129.0,0.0
3.7,0.3539522306069573,0.004920049200492005,0.005681818181818182,1.0,0.4433249370277078,-47713.0,-1454.0,59717.0,0.0
3.8,0.36755381906795703,0.005,0.0056022408963585435,1.0,0.4404688463911166,-48953.0,-1240.0,61338.0,0.0
3.9,0.35950273581581954,0.006242197253433208,0.007122507122507123,1.0,0.4362958359229335,-50461.0,-1508.0,62948.0,0.0
4.0,0.36468134144384634,0.0075,0.0084985835694051,1.0,0.4396014943960149,-51354.0,-893.0,64553.0,0.0
