run_id,protocol,hidden_size,checkpoint,state_capacity,macs_per_cycle,scale,comparison,quality_status,first_recorded_instructions,start_window_instructions,first_eligible_l2,first_admitted_l2,first_completed_l2,preceding_recorded_instructions,recorded_points,exit_at_instructions,exit_status,last_recorded_instructions,last_eligible_l2,last_admitted_l2,last_completed_l2,sampled_instruction_span,covered_window_instructions,exit_limiting_metrics
cold_frozen_i20m_h8_s7_state0_mac0,cold,8,i20m,0,0,interval_100k,stride,NOT_EXCEEDS,10500000.0,10400000.0,169542.0,169542.0,169542.0,10400000.0,5,11000000.0,NONLOWER_WITH_TIE,10900000.0,176007.0,176007.0,176007.0,400000.0,500000.0,legacy_timeliness
cold_frozen_i20m_h8_s7_state0_mac0,cold,8,i20m,0,0,interval_100k,stride,NONLOWER_WITH_TIE,11000000.0,10900000.0,177613.0,177613.0,177613.0,10900000.0,1,11100000.0,NOT_EXCEEDS,11000000.0,177613.0,177613.0,177613.0,0.0,100000.0,selected_accuracy;legacy_timeliness
cold_frozen_i20m_h8_s7_state0_mac0,cold,8,i20m,0,0,interval_100k,stride,NOT_EXCEEDS,11100000.0,11000000.0,179240.0,179240.0,179240.0,11000000.0,2,11300000.0,NONLOWER_WITH_TIE,11200000.0,180848.0,180848.0,180848.0,100000.0,200000.0,legacy_timeliness
cold_frozen_i20m_h8_s7_state0_mac0,cold,8,i20m,0,0,interval_100k,stride,NONLOWER_WITH_TIE,11300000.0,11200000.0,182449.0,182449.0,182449.0,11200000.0,1,11400000.0,NOT_EXCEEDS,11300000.0,182449.0,182449.0,182449.0,0.0,100000.0,selected_accuracy;legacy_timeliness
cold_frozen_i20m_h8_s7_state0_mac0,cold,8,i20m,0,0,interval_100k,stride,NOT_EXCEEDS,11400000.0,11300000.0,184077.0,184077.0,184077.0,11300000.0,5,11900000.0,EXCEEDS,11800000.0,190553.0,190553.0,190553.0,400000.0,500000.0,
cold_frozen_i20m_h8_s7_state0_mac0,cold,8,i20m,0,0,interval_100k,stride,EXCEEDS,11900000.0,11800000.0,192367.0,192367.0,192367.0,11800000.0,1,12000000.0,NOT_EXCEEDS,11900000.0,192367.0,192367.0,192367.0,0.0,100000.0,selected_accuracy
cold_frozen_i20m_h8_s7_state0_mac0,cold,8,i20m,0,0,interval_100k,stride,NOT_EXCEEDS,12000000.0,11900000.0,194056.0,194056.0,194056.0,11900000.0,69,18900000.0,NONLOWER_WITH_TIE,18800000.0,304358.0,304358.0,304358.0,6800000.0,6900000.0,legacy_timeliness
cold_frozen_i20m_h8_s7_state0_mac0,cold,8,i20m,0,0,interval_100k,stride,NONLOWER_WITH_TIE,18900000.0,18800000.0,305981.0,305981.0,305981.0,18800000.0,1,19000000.0,NOT_EXCEEDS,18900000.0,305981.0,305981.0,305981.0,0.0,100000.0,selected_accuracy;legacy_timeliness
cold_frozen_i20m_h8_s7_state0_mac0,cold,8,i20m,0,0,interval_100k,stride,NOT_EXCEEDS,19000000.0,18900000.0,307581.0,307581.0,307581.0,18900000.0,44,23400000.0,EXCEEDS,23300000.0,376888.0,376888.0,376888.0,4300000.0,4400000.0,
cold_frozen_i20m_h8_s7_state0_mac0,cold,8,i20m,0,0,interval_100k,stride,EXCEEDS,23400000.0,23300000.0,378486.0,378486.0,378486.0,23300000.0,1,23500000.0,NOT_EXCEEDS,23400000.0,378486.0,378486.0,378486.0,0.0,100000.0,selected_accuracy
cold_frozen_i20m_h8_s7_state0_mac0,cold,8,i20m,0,0,interval_100k,stride,NOT_EXCEEDS,23500000.0,23400000.0,380087.0,380087.0,380087.0,23400000.0,16,NA,NA,25000000.0,404271.0,404271.0,404271.0,1500000.0,1600000.0,
cold_frozen_i20m_h8_s7_state0_mac0,cold,8,i20m,0,0,interval_100k,summer,MISSING_REFERENCE,100000.0,0.0,1659.0,1659.0,1659.0,NA,250,NA,NA,25000000.0,404271.0,404271.0,404271.0,24900000.0,25000000.0,
cold_frozen_i20m_h8_s7_state0_mac0,cold,8,i20m,0,0,interval_100k,stride_and_summer,MISSING_OR_UNDEFINED_REFERENCE,100000.0,0.0,1659.0,1659.0,1659.0,NA,250,NA,NA,25000000.0,404271.0,404271.0,404271.0,24900000.0,25000000.0,
cold_frozen_i20m_h8_s7_state0_mac0,cold,8,i20m,0,0,interval_100k,offline_same_checkpoint,MISSING_REFERENCE,100000.0,0.0,1659.0,1659.0,1659.0,NA,250,NA,NA,25000000.0,404271.0,404271.0,404271.0,24900000.0,25000000.0,
cold_frozen_i20m_h8_s7_state0_mac0,cold,8,i20m,0,0,interval_1m,stride,NOT_EXCEEDS,1000000.0,0.0,16196.0,16196.0,16196.0,NA,25,NA,NA,25000000.0,404271.0,404271.0,404271.0,24000000.0,25000000.0,
cold_frozen_i20m_h8_s7_state0_mac0,cold,8,i20m,0,0,interval_1m,summer,MISSING_REFERENCE,1000000.0,0.0,16196.0,16196.0,16196.0,NA,25,NA,NA,25000000.0,404271.0,404271.0,404271.0,24000000.0,25000000.0,
cold_frozen_i20m_h8_s7_state0_mac0,cold,8,i20m,0,0,interval_1m,stride_and_summer,MISSING_OR_UNDEFINED_REFERENCE,1000000.0,0.0,16196.0,16196.0,16196.0,NA,25,NA,NA,25000000.0,404271.0,404271.0,404271.0,24000000.0,25000000.0,
cold_frozen_i20m_h8_s7_state0_mac0,cold,8,i20m,0,0,interval_1m,offline_same_checkpoint,MISSING_REFERENCE,1000000.0,0.0,16196.0,16196.0,16196.0,NA,25,NA,NA,25000000.0,404271.0,404271.0,404271.0,24000000.0,25000000.0,
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,cumulative,stride,NA,1000.0,0,16.0,16.0,16.0,NA,1,10000.0,NOT_EXCEEDS,1000.0,16.0,16.0,16.0,0.0,NA,legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,cumulative,stride,NOT_EXCEEDS,10000.0,0,158.0,158.0,158.0,1000.0,252,NA,NA,25000003.0,404219.0,404219.0,404219.0,24990003.0,NA,
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,cumulative,summer,NOT_EXCEEDS,1000.0,0,16.0,16.0,16.0,NA,253,NA,NA,25000003.0,404219.0,404219.0,404219.0,24999003.0,NA,
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,cumulative,stride_and_summer,MISSING_OR_UNDEFINED_REFERENCE,1000.0,0,16.0,16.0,16.0,NA,1,10000.0,NOT_EXCEEDS,1000.0,16.0,16.0,16.0,0.0,NA,stride:legacy_timeliness;summer:useful_prefetch_coverage;summer:selected_accuracy;summer:legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,cumulative,stride_and_summer,NOT_EXCEEDS,10000.0,0,158.0,158.0,158.0,1000.0,252,NA,NA,25000003.0,404219.0,404219.0,404219.0,24990003.0,NA,
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,cumulative,offline_same_checkpoint,NONLOWER_WITH_TIE,1000.0,0,16.0,16.0,16.0,NA,15,1400000.0,NOT_EXCEEDS,1300000.0,20997.0,20997.0,20997.0,1299000.0,NA,useful_prefetch_coverage;selected_accuracy;legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,cumulative,offline_same_checkpoint,NOT_EXCEEDS,1400000.0,0,22603.0,22603.0,22603.0,1300000.0,238,NA,NA,25000003.0,404219.0,404219.0,404219.0,23600003.0,NA,
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,stride,NOT_EXCEEDS,100000.0,0.0,1626.0,1626.0,1626.0,NA,81,8200000.0,NONLOWER_WITH_TIE,8100000.0,130769.0,130769.0,130769.0,8000000.0,8100000.0,legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,stride,NONLOWER_WITH_TIE,8200000.0,8100000.0,132370.0,132370.0,132370.0,8100000.0,1,8300000.0,NOT_EXCEEDS,8200000.0,132370.0,132370.0,132370.0,0.0,100000.0,selected_accuracy;legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,stride,NOT_EXCEEDS,8300000.0,8200000.0,133996.0,133996.0,133996.0,8200000.0,168,NA,NA,25000000.0,404219.0,404219.0,404219.0,16700000.0,16800000.0,
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,summer,NOT_EXCEEDS,100000.0,0.0,1626.0,1626.0,1626.0,NA,1,200000.0,NONLOWER_WITH_TIE,100000.0,1626.0,1626.0,1626.0,0.0,100000.0,legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,summer,NONLOWER_WITH_TIE,200000.0,100000.0,3234.0,3234.0,3234.0,100000.0,4,600000.0,NOT_EXCEEDS,500000.0,8067.0,8067.0,8067.0,300000.0,400000.0,legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,summer,NOT_EXCEEDS,600000.0,500000.0,9693.0,9693.0,9693.0,500000.0,2,800000.0,NONLOWER_WITH_TIE,700000.0,11302.0,11302.0,11302.0,100000.0,200000.0,legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,summer,NONLOWER_WITH_TIE,800000.0,700000.0,12931.0,12931.0,12931.0,700000.0,2,1000000.0,NOT_EXCEEDS,900000.0,14529.0,14529.0,14529.0,100000.0,200000.0,useful_prefetch_coverage;legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,summer,NOT_EXCEEDS,1000000.0,900000.0,16163.0,16163.0,16163.0,900000.0,1,1100000.0,NONLOWER_WITH_TIE,1000000.0,16163.0,16163.0,16163.0,0.0,100000.0,legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,summer,NONLOWER_WITH_TIE,1100000.0,1000000.0,17763.0,17763.0,17763.0,1000000.0,1,1200000.0,NOT_EXCEEDS,1100000.0,17763.0,17763.0,17763.0,0.0,100000.0,useful_prefetch_coverage;selected_accuracy;legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,summer,NOT_EXCEEDS,1200000.0,1100000.0,19371.0,19371.0,19371.0,1100000.0,2,1400000.0,NONLOWER_WITH_TIE,1300000.0,20997.0,20997.0,20997.0,100000.0,200000.0,useful_prefetch_coverage;selected_accuracy;legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,summer,NONLOWER_WITH_TIE,1400000.0,1300000.0,22603.0,22603.0,22603.0,1300000.0,3,1700000.0,NOT_EXCEEDS,1600000.0,25833.0,25833.0,25833.0,200000.0,300000.0,useful_prefetch_coverage;selected_accuracy;legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,summer,NOT_EXCEEDS,1700000.0,1600000.0,27425.0,27425.0,27425.0,1600000.0,1,1800000.0,NONLOWER_WITH_TIE,1700000.0,27425.0,27425.0,27425.0,0.0,100000.0,legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,summer,NONLOWER_WITH_TIE,1800000.0,1700000.0,29050.0,29050.0,29050.0,1700000.0,2,2000000.0,NOT_EXCEEDS,1900000.0,30657.0,30657.0,30657.0,100000.0,200000.0,legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,summer,NOT_EXCEEDS,2000000.0,1900000.0,32287.0,32287.0,32287.0,1900000.0,1,2100000.0,NONLOWER_WITH_TIE,2000000.0,32287.0,32287.0,32287.0,0.0,100000.0,legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,summer,NONLOWER_WITH_TIE,2100000.0,2000000.0,33890.0,33890.0,33890.0,2000000.0,1,2200000.0,NOT_EXCEEDS,2100000.0,33890.0,33890.0,33890.0,0.0,100000.0,legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,summer,NOT_EXCEEDS,2200000.0,2100000.0,35516.0,35516.0,35516.0,2100000.0,1,2300000.0,NONLOWER_WITH_TIE,2200000.0,35516.0,35516.0,35516.0,0.0,100000.0,legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,summer,NONLOWER_WITH_TIE,2300000.0,2200000.0,37122.0,37122.0,37122.0,2200000.0,2,2500000.0,NOT_EXCEEDS,2400000.0,38747.0,38747.0,38747.0,100000.0,200000.0,useful_prefetch_coverage;selected_accuracy;legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,summer,NOT_EXCEEDS,2500000.0,2400000.0,40357.0,40357.0,40357.0,2400000.0,1,2600000.0,NONLOWER_WITH_TIE,2500000.0,40357.0,40357.0,40357.0,0.0,100000.0,legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,summer,NONLOWER_WITH_TIE,2600000.0,2500000.0,41957.0,41957.0,41957.0,2500000.0,4,3000000.0,NOT_EXCEEDS,2900000.0,46815.0,46815.0,46815.0,300000.0,400000.0,useful_prefetch_coverage;selected_accuracy;legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,summer,NOT_EXCEEDS,3000000.0,2900000.0,48420.0,48420.0,48420.0,2900000.0,6,3600000.0,NONLOWER_WITH_TIE,3500000.0,56471.0,56471.0,56471.0,500000.0,600000.0,legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,summer,NONLOWER_WITH_TIE,3600000.0,3500000.0,58096.0,58096.0,58096.0,3500000.0,7,4300000.0,NOT_EXCEEDS,4200000.0,67757.0,67757.0,67757.0,600000.0,700000.0,useful_prefetch_coverage;selected_accuracy;legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,summer,NOT_EXCEEDS,4300000.0,4200000.0,69386.0,69386.0,69386.0,4200000.0,1,4400000.0,NONLOWER_WITH_TIE,4300000.0,69386.0,69386.0,69386.0,0.0,100000.0,useful_prefetch_coverage;legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,summer,NONLOWER_WITH_TIE,4400000.0,4300000.0,70990.0,70990.0,70990.0,4300000.0,1,4500000.0,NOT_EXCEEDS,4400000.0,70990.0,70990.0,70990.0,0.0,100000.0,useful_prefetch_coverage;selected_accuracy;legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,summer,NOT_EXCEEDS,4500000.0,4400000.0,72615.0,72615.0,72615.0,4400000.0,1,4600000.0,NONLOWER_WITH_TIE,4500000.0,72615.0,72615.0,72615.0,0.0,100000.0,useful_prefetch_coverage;legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,summer,NONLOWER_WITH_TIE,4600000.0,4500000.0,74222.0,74222.0,74222.0,4500000.0,10,5600000.0,NOT_EXCEEDS,5500000.0,88765.0,88765.0,88765.0,900000.0,1000000.0,useful_prefetch_coverage;selected_accuracy;legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,summer,NOT_EXCEEDS,5600000.0,5500000.0,90371.0,90371.0,90371.0,5500000.0,1,5700000.0,NONLOWER_WITH_TIE,5600000.0,90371.0,90371.0,90371.0,0.0,100000.0,useful_prefetch_coverage;legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,summer,NONLOWER_WITH_TIE,5700000.0,5600000.0,92004.0,92004.0,92004.0,5600000.0,1,5800000.0,NOT_EXCEEDS,5700000.0,92004.0,92004.0,92004.0,0.0,100000.0,useful_prefetch_coverage;legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,summer,NOT_EXCEEDS,5800000.0,5700000.0,93603.0,93603.0,93603.0,5700000.0,4,6200000.0,NONLOWER_WITH_TIE,6100000.0,98429.0,98429.0,98429.0,300000.0,400000.0,useful_prefetch_coverage;legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,summer,NONLOWER_WITH_TIE,6200000.0,6100000.0,100056.0,100056.0,100056.0,6100000.0,1,6300000.0,NOT_EXCEEDS,6200000.0,100056.0,100056.0,100056.0,0.0,100000.0,useful_prefetch_coverage;selected_accuracy;legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,summer,NOT_EXCEEDS,6300000.0,6200000.0,101661.0,101661.0,101661.0,6200000.0,4,6700000.0,NONLOWER_WITH_TIE,6600000.0,106503.0,106503.0,106503.0,300000.0,400000.0,useful_prefetch_coverage;legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,summer,NONLOWER_WITH_TIE,6700000.0,6600000.0,108152.0,108152.0,108152.0,6600000.0,1,6800000.0,NOT_EXCEEDS,6700000.0,108152.0,108152.0,108152.0,0.0,100000.0,useful_prefetch_coverage;legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,summer,NOT_EXCEEDS,6800000.0,6700000.0,109758.0,109758.0,109758.0,6700000.0,2,7000000.0,NONLOWER_WITH_TIE,6900000.0,111396.0,111396.0,111396.0,100000.0,200000.0,useful_prefetch_coverage;legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,summer,NONLOWER_WITH_TIE,7000000.0,6900000.0,113002.0,113002.0,113002.0,6900000.0,2,7200000.0,NOT_EXCEEDS,7100000.0,114601.0,114601.0,114601.0,100000.0,200000.0,useful_prefetch_coverage;legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,summer,NOT_EXCEEDS,7200000.0,7100000.0,116231.0,116231.0,116231.0,7100000.0,1,7300000.0,NONLOWER_WITH_TIE,7200000.0,116231.0,116231.0,116231.0,0.0,100000.0,useful_prefetch_coverage;legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,summer,NONLOWER_WITH_TIE,7300000.0,7200000.0,117841.0,117841.0,117841.0,7200000.0,1,7400000.0,NOT_EXCEEDS,7300000.0,117841.0,117841.0,117841.0,0.0,100000.0,useful_prefetch_coverage;legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,summer,NOT_EXCEEDS,7400000.0,7300000.0,119464.0,119464.0,119464.0,7300000.0,1,7500000.0,NONLOWER_WITH_TIE,7400000.0,119464.0,119464.0,119464.0,0.0,100000.0,useful_prefetch_coverage;legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,summer,NONLOWER_WITH_TIE,7500000.0,7400000.0,121069.0,121069.0,121069.0,7400000.0,4,7900000.0,NOT_EXCEEDS,7800000.0,125916.0,125916.0,125916.0,300000.0,400000.0,useful_prefetch_coverage;legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,summer,NOT_EXCEEDS,7900000.0,7800000.0,127533.0,127533.0,127533.0,7800000.0,1,8000000.0,NONLOWER_WITH_TIE,7900000.0,127533.0,127533.0,127533.0,0.0,100000.0,useful_prefetch_coverage;legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,summer,NONLOWER_WITH_TIE,8000000.0,7900000.0,129134.0,129134.0,129134.0,7900000.0,4,8400000.0,NOT_EXCEEDS,8300000.0,133996.0,133996.0,133996.0,300000.0,400000.0,useful_prefetch_coverage;selected_accuracy;legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,summer,NOT_EXCEEDS,8400000.0,8300000.0,135601.0,135601.0,135601.0,8300000.0,167,NA,NA,25000000.0,404219.0,404219.0,404219.0,16600000.0,16700000.0,
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,stride_and_summer,NOT_EXCEEDS,100000.0,0.0,1626.0,1626.0,1626.0,NA,81,8200000.0,NONLOWER_WITH_TIE,8100000.0,130769.0,130769.0,130769.0,8000000.0,8100000.0,stride:legacy_timeliness;summer:useful_prefetch_coverage;summer:legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,stride_and_summer,NONLOWER_WITH_TIE,8200000.0,8100000.0,132370.0,132370.0,132370.0,8100000.0,1,8300000.0,NOT_EXCEEDS,8200000.0,132370.0,132370.0,132370.0,0.0,100000.0,stride:selected_accuracy;stride:legacy_timeliness;summer:useful_prefetch_coverage;summer:selected_accuracy;summer:legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,stride_and_summer,NOT_EXCEEDS,8300000.0,8200000.0,133996.0,133996.0,133996.0,8200000.0,168,NA,NA,25000000.0,404219.0,404219.0,404219.0,16700000.0,16800000.0,
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,offline_same_checkpoint,NONLOWER_WITH_TIE,100000.0,0.0,1626.0,1626.0,1626.0,NA,13,1400000.0,NOT_EXCEEDS,1300000.0,20997.0,20997.0,20997.0,1200000.0,1300000.0,useful_prefetch_coverage;selected_accuracy;legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,offline_same_checkpoint,NOT_EXCEEDS,1400000.0,1300000.0,22603.0,22603.0,22603.0,1300000.0,2,1600000.0,NONLOWER_WITH_TIE,1500000.0,24230.0,24230.0,24230.0,100000.0,200000.0,legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,offline_same_checkpoint,NONLOWER_WITH_TIE,1600000.0,1500000.0,25833.0,25833.0,25833.0,1500000.0,16,3200000.0,NOT_EXCEEDS,3100000.0,50041.0,50041.0,50041.0,1500000.0,1600000.0,useful_prefetch_coverage;selected_accuracy;legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,offline_same_checkpoint,NOT_EXCEEDS,3200000.0,3100000.0,51642.0,51642.0,51642.0,3100000.0,1,3300000.0,NONLOWER_WITH_TIE,3200000.0,51642.0,51642.0,51642.0,0.0,100000.0,useful_prefetch_coverage;selected_accuracy;legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,offline_same_checkpoint,NONLOWER_WITH_TIE,3300000.0,3200000.0,53247.0,53247.0,53247.0,3200000.0,2,3500000.0,NOT_EXCEEDS,3400000.0,54869.0,54869.0,54869.0,100000.0,200000.0,useful_prefetch_coverage;selected_accuracy;legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,offline_same_checkpoint,NOT_EXCEEDS,3500000.0,3400000.0,56471.0,56471.0,56471.0,3400000.0,1,3600000.0,NONLOWER_WITH_TIE,3500000.0,56471.0,56471.0,56471.0,0.0,100000.0,useful_prefetch_coverage;selected_accuracy;legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,offline_same_checkpoint,NONLOWER_WITH_TIE,3600000.0,3500000.0,58096.0,58096.0,58096.0,3500000.0,6,4200000.0,NOT_EXCEEDS,4100000.0,66150.0,66150.0,66150.0,500000.0,600000.0,useful_prefetch_coverage;selected_accuracy;legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,offline_same_checkpoint,NOT_EXCEEDS,4200000.0,4100000.0,67757.0,67757.0,67757.0,4100000.0,1,4300000.0,NONLOWER_WITH_TIE,4200000.0,67757.0,67757.0,67757.0,0.0,100000.0,useful_prefetch_coverage;selected_accuracy;legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,offline_same_checkpoint,NONLOWER_WITH_TIE,4300000.0,4200000.0,69386.0,69386.0,69386.0,4200000.0,40,8300000.0,NOT_EXCEEDS,8200000.0,132370.0,132370.0,132370.0,3900000.0,4000000.0,useful_prefetch_coverage;selected_accuracy;legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,offline_same_checkpoint,NOT_EXCEEDS,8300000.0,8200000.0,133996.0,133996.0,133996.0,8200000.0,53,13600000.0,NONLOWER_WITH_TIE,13500000.0,218900.0,218900.0,218900.0,5200000.0,5300000.0,useful_prefetch_coverage;selected_accuracy;legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,offline_same_checkpoint,NONLOWER_WITH_TIE,13600000.0,13500000.0,220506.0,220506.0,220506.0,13500000.0,31,16700000.0,NOT_EXCEEDS,16600000.0,268845.0,268845.0,268845.0,3000000.0,3100000.0,useful_prefetch_coverage;selected_accuracy;legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,offline_same_checkpoint,NOT_EXCEEDS,16700000.0,16600000.0,270454.0,270454.0,270454.0,16600000.0,1,16800000.0,NONLOWER_WITH_TIE,16700000.0,270454.0,270454.0,270454.0,0.0,100000.0,useful_prefetch_coverage;selected_accuracy;legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,offline_same_checkpoint,NONLOWER_WITH_TIE,16800000.0,16700000.0,272075.0,272075.0,272075.0,16700000.0,2,17000000.0,NOT_EXCEEDS,16900000.0,273677.0,273677.0,273677.0,100000.0,200000.0,useful_prefetch_coverage;selected_accuracy;legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,offline_same_checkpoint,NOT_EXCEEDS,17000000.0,16900000.0,275306.0,275306.0,275306.0,16900000.0,1,17100000.0,NONLOWER_WITH_TIE,17000000.0,275306.0,275306.0,275306.0,0.0,100000.0,useful_prefetch_coverage;selected_accuracy;legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,offline_same_checkpoint,NONLOWER_WITH_TIE,17100000.0,17000000.0,276911.0,276911.0,276911.0,17000000.0,21,19200000.0,NOT_EXCEEDS,19100000.0,309150.0,309150.0,309150.0,2000000.0,2100000.0,useful_prefetch_coverage;selected_accuracy;legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,offline_same_checkpoint,NOT_EXCEEDS,19200000.0,19100000.0,310758.0,310758.0,310758.0,19100000.0,1,19300000.0,NONLOWER_WITH_TIE,19200000.0,310758.0,310758.0,310758.0,0.0,100000.0,useful_prefetch_coverage;selected_accuracy;legacy_timeliness
historical_frozen_i1m_h16_s7_state0_mac0,historical,16,i1m,0,0,interval_100k,offline_same_checkpoint,NONLOWER_WITH_TIE,19300000.0,19200000.0,312354.0,312354.0,312354.0,19200000.0,14,20700000.0,NOT_EXCEEDS,20600000.0,333313.0,333313.0,333313.0,1300000.0,1400000.0,useful_prefetch_coverage;selected_accuracy;legacy_timeliness
