run_id,arm,protocol,phase,hidden_size,seed,checkpoint,state_capacity,service_case,slice_origin_instructions,simulation_instructions,observed_trace_origin_records,eligible_callbacks,pf_requested,published_versions,positive_actions,training_drops,instructions,l2_load_miss,l2_loads,pf_issued,pq_merged_duplicate_proxy,pf_useful,pf_late,decoder_limit_drops,pf_filled,training_sample_exposures,admitted_decisions,completed_decisions,supervised_decisions,completed_updates,cycles,numerical_failures,pf_useless,state_evictions,input_drops,pf_dropped,output_drops,available_positive_decisions,window,start_instructions,end_instructions,cumulative_cycles,ipc,l2_mpki,l2_load_miss_rate,useful_prefetch_coverage,miss_reduction,raw_accuracy,selected_accuracy,legacy_timeliness,request_pressure,window_cycles_saved_vs_stride,cumulative_cycles_saved_vs_stride,ipc_fraction_of_frozen_i1m,total_eligible_callbacks,total_admitted_decisions,total_completed_decisions,total_supervised_decisions,total_available_positive_decisions,total_positive_actions,total_completed_updates,total_training_sample_exposures,total_published_versions,total_state_evictions,total_input_drops,total_output_drops,total_training_drops,total_decoder_limit_drops,total_numerical_failures
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,1600.0,1952.0,0.0,0.0,0.0,100000.0,317.0,1601.0,1952.0,0.0,476.0,0.0,0.0,479.0,0.0,1600.0,1600.0,0.0,0.0,241637.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,11,1000000.0,1100000.0,2709710.0,0.41384390635540086,3.17,0.19800124921923798,0.6002522068095839,0.6002522068095839,0.24385245901639344,0.24385245901639344,1.0,1.2192379762648344,29990.0,344974.0,1.0,17796.0,17796.0,17796.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,1608.0,1936.0,0.0,0.0,0.0,100000.0,324.0,1608.0,1936.0,0.0,475.0,0.0,0.0,481.0,0.0,1608.0,1608.0,0.0,0.0,241210.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,12,1100000.0,1200000.0,2950920.0,0.414576510094938,3.24,0.20149253731343283,0.5944931163954944,0.5944931163954944,0.2453512396694215,0.2453512396694215,1.0,1.2039800995024876,28878.0,373852.0,1.0,19404.0,19404.0,19404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,1626.0,1956.0,0.0,0.0,0.0,100000.0,330.0,1626.0,1956.0,0.0,472.0,0.0,0.0,481.0,0.0,1626.0,1626.0,0.0,0.0,244577.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,13,1200000.0,1300000.0,3195497.0,0.4088691904798898,3.3,0.2029520295202952,0.5885286783042394,0.5885286783042394,0.24130879345603273,0.24130879345603273,1.0,1.2029520295202951,27707.0,401559.0,1.0,21030.0,21030.0,21030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,1606.0,1948.0,0.0,0.0,0.0,100000.0,324.0,1606.0,1948.0,0.0,473.0,0.0,0.0,480.0,0.0,1606.0,1606.0,0.0,0.0,241234.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,14,1300000.0,1400000.0,3436731.0,0.41453526451495226,3.24,0.20174346201743462,0.5934755332496863,0.5934755332496863,0.24281314168377824,0.24281314168377824,1.0,1.2129514321295143,27957.0,429516.0,1.0,22636.0,22636.0,22636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,1627.0,1968.0,0.0,0.0,0.0,100000.0,325.0,1627.0,1968.0,0.0,476.0,0.0,0.0,481.0,0.0,1627.0,1627.0,0.0,0.0,244059.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,15,1400000.0,1500000.0,3680790.0,0.4097369898262305,3.25,0.1997541487400123,0.5942571785268415,0.5942571785268415,0.241869918699187,0.241869918699187,1.0,1.2095881991395205,28641.0,458157.0,1.0,24263.0,24263.0,24263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,1603.0,1934.0,0.0,0.0,0.0,100000.0,314.0,1603.0,1934.0,0.0,476.0,0.0,0.0,478.0,0.0,1603.0,1603.0,0.0,0.0,241714.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,16,1500000.0,1600000.0,3922504.0,0.4137120729457127,3.14,0.19588271990018716,0.6025316455696202,0.6025316455696202,0.24612202688728024,0.24612202688728024,1.0,1.206487835308796,30479.0,488636.0,1.0,25866.0,25866.0,25866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,1593.0,1858.0,0.0,0.0,0.0,100000.0,371.0,1592.0,1858.0,0.0,455.0,0.0,0.0,466.0,0.0,1593.0,1593.0,0.0,0.0,259113.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,17,1600000.0,1700000.0,4181617.0,0.385932006499095,3.71,0.23304020100502512,0.5508474576271186,0.5508474576271186,0.2448869752421959,0.2448869752421959,1.0,1.1670854271356783,24032.0,512668.0,1.0,27459.0,27459.0,27459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,1624.0,1948.0,0.0,0.0,0.0,100000.0,330.0,1625.0,1948.0,0.0,471.0,0.0,0.0,482.0,0.0,1624.0,1624.0,0.0,0.0,242845.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,18,1700000.0,1800000.0,4424462.0,0.4117852951471103,3.3,0.20307692307692307,0.5880149812734082,0.5880149812734082,0.24178644763860369,0.24178644763860369,1.0,1.1987692307692308,27652.0,540320.0,1.0,29083.0,29083.0,29083.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,1606.0,1944.0,0.0,0.0,0.0,100000.0,328.0,1606.0,1944.0,0.0,472.0,0.0,0.0,480.0,0.0,1606.0,1606.0,0.0,0.0,244314.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,19,1800000.0,1900000.0,4668776.0,0.40930933143413806,3.28,0.20423412204234123,0.59,0.59,0.24279835390946503,0.24279835390946503,1.0,1.2104607721046077,28388.0,568708.0,1.0,30689.0,30689.0,30689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,1631.0,1946.0,0.0,0.0,0.0,100000.0,337.0,1631.0,1946.0,0.0,470.0,1.0,0.0,481.0,0.0,1631.0,1631.0,0.0,0.0,246188.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,20,1900000.0,2000000.0,4914964.0,0.40619364063236224,3.37,0.20662170447578174,0.5824039653035935,0.5824039653035935,0.24152106885919836,0.24152106885919836,0.9978768577494692,1.1931330472103003,26617.0,595325.0,1.0,32320.0,32320.0,32320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,1603.0,1928.0,0.0,0.0,0.0,100000.0,315.0,1603.0,1928.0,0.0,477.0,0.0,0.0,477.0,0.0,1603.0,1603.0,0.0,0.0,241624.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,21,2000000.0,2100000.0,5156588.0,0.41386617223454625,3.15,0.1965065502183406,0.6022727272727273,0.6022727272727273,0.2474066390041494,0.2474066390041494,1.0,1.2027448533998752,29679.0,625004.0,1.0,33923.0,33923.0,33923.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,1626.0,1946.0,0.0,0.0,0.0,100000.0,330.0,1626.0,1946.0,0.0,471.0,0.0,0.0,477.0,0.0,1626.0,1626.0,0.0,0.0,244997.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,22,2100000.0,2200000.0,5401585.0,0.40816826328485656,3.3,0.2029520295202952,0.5880149812734082,0.5880149812734082,0.2420349434737924,0.2420349434737924,1.0,1.1968019680196802,29863.0,654867.0,1.0,35549.0,35549.0,35549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,1606.0,1940.0,0.0,0.0,0.0,100000.0,324.0,1606.0,1940.0,0.0,474.0,0.0,0.0,476.0,0.0,1606.0,1606.0,0.0,0.0,242745.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,23,2200000.0,2300000.0,5644330.0,0.41195493213042494,3.24,0.20174346201743462,0.5939849624060151,0.5939849624060151,0.2443298969072165,0.2443298969072165,1.0,1.207970112079701,30496.0,685363.0,1.0,37155.0,37155.0,37155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,1625.0,1948.0,0.0,0.0,0.0,100000.0,336.0,1625.0,1948.0,0.0,469.0,0.0,0.0,479.0,0.0,1625.0,1625.0,0.0,0.0,246100.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,24,2300000.0,2400000.0,5890430.0,0.4063388866314506,3.36,0.20676923076923076,0.5826086956521739,0.5826086956521739,0.24075975359342916,0.24075975359342916,1.0,1.1987692307692308,28064.0,713427.0,1.0,38780.0,38780.0,38780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,1609.0,1930.0,0.0,0.0,0.0,100000.0,329.0,1609.0,1930.0,0.0,467.0,0.0,0.0,473.0,0.0,1609.0,1609.0,0.0,0.0,242814.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,25,2400000.0,2500000.0,6133244.0,0.41183786766825636,3.29,0.20447482908638906,0.5866834170854272,0.5866834170854272,0.24196891191709843,0.24196891191709843,1.0,1.199502796768179,29179.0,742606.0,1.0,40389.0,40389.0,40389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,1601.0,1910.0,0.0,0.0,0.0,100000.0,339.0,1601.0,1910.0,0.0,468.0,0.0,0.0,478.0,0.0,1601.0,1601.0,0.0,0.0,246774.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,26,2500000.0,2600000.0,6380018.0,0.4052290759966609,3.39,0.21174266083697688,0.5799256505576208,0.5799256505576208,0.2450261780104712,0.2450261780104712,1.0,1.193004372267333,27955.0,770561.0,1.0,41990.0,41990.0,41990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,1632.0,1970.0,0.0,0.0,0.0,100000.0,343.0,1632.0,1970.0,0.0,470.0,0.0,0.0,491.0,0.0,1632.0,1632.0,0.0,0.0,247063.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,27,2600000.0,2700000.0,6627081.0,0.4047550624739439,3.43,0.21017156862745098,0.5781057810578106,0.5781057810578106,0.23857868020304568,0.23857868020304568,1.0,1.2071078431372548,28264.0,798825.0,1.0,43622.0,43622.0,43622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,1603.0,1948.0,0.0,0.0,0.0,100000.0,324.0,1603.0,1948.0,0.0,475.0,0.0,0.0,481.0,0.0,1603.0,1603.0,0.0,0.0,244781.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,28,2700000.0,2800000.0,6871862.0,0.4085284397073302,3.24,0.20212102308172178,0.5944931163954944,0.5944931163954944,0.24383983572895276,0.24383983572895276,1.0,1.2152214597629445,29630.0,828455.0,1.0,45225.0,45225.0,45225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,1623.0,1950.0,0.0,0.0,0.0,100000.0,320.0,1623.0,1950.0,0.0,472.0,0.0,0.0,476.0,0.0,1623.0,1623.0,0.0,0.0,242370.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,29,2800000.0,2900000.0,7114232.0,0.4125923175310476,3.2,0.1971657424522489,0.5959595959595959,0.5959595959595959,0.24205128205128204,0.24205128205128204,1.0,1.201478743068392,30679.0,859134.0,1.0,46848.0,46848.0,46848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,1605.0,1938.0,0.0,0.0,0.0,100000.0,327.0,1605.0,1938.0,0.0,471.0,0.0,0.0,478.0,0.0,1605.0,1605.0,0.0,0.0,244130.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,30,2900000.0,3000000.0,7358362.0,0.4096178265678122,3.27,0.20373831775700935,0.5902255639097744,0.5902255639097744,0.24303405572755418,0.24303405572755418,1.0,1.2074766355140187,28290.0,887424.0,1.0,48453.0,48453.0,48453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,1621.0,1942.0,0.0,0.0,0.0,100000.0,320.0,1621.0,1942.0,0.0,479.0,0.0,0.0,479.0,0.0,1621.0,1621.0,0.0,0.0,243915.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,31,3000000.0,3100000.0,7602277.0,0.4099788860873665,3.2,0.19740900678593462,0.5994993742177722,0.5994993742177722,0.2466529351184346,0.2466529351184346,1.0,1.1980259099321406,30284.0,917708.0,1.0,50074.0,50074.0,50074.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,1601.0,1932.0,0.0,0.0,0.0,100000.0,316.0,1601.0,1932.0,0.0,474.0,0.0,0.0,472.0,0.0,1601.0,1601.0,0.0,0.0,241387.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,32,3100000.0,3200000.0,7843664.0,0.41427251674696647,3.16,0.19737663960024984,0.6,0.6,0.2453416149068323,0.2453416149068323,1.0,1.206745783885072,30493.0,948201.0,1.0,51675.0,51675.0,51675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,1605.0,1952.0,0.0,0.0,0.0,100000.0,326.0,1605.0,1952.0,0.0,474.0,0.0,0.0,481.0,0.0,1605.0,1605.0,0.0,0.0,244103.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,33,3200000.0,3300000.0,8087767.0,0.4096631340049078,3.26,0.2031152647975078,0.5925,0.5925,0.24282786885245902,0.24282786885245902,1.0,1.2161993769470405,28718.0,976919.0,1.0,53280.0,53280.0,53280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,1622.0,1954.0,0.0,0.0,0.0,100000.0,325.0,1622.0,1954.0,0.0,474.0,0.0,0.0,482.0,0.0,1622.0,1622.0,0.0,0.0,243093.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,34,3300000.0,3400000.0,8330860.0,0.4113651976815457,3.25,0.2003699136868064,0.5932415519399249,0.5932415519399249,0.24257932446264074,0.24257932446264074,1.0,1.2046855733662145,30142.0,1007061.0,1.0,54902.0,54902.0,54902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,1601.0,1930.0,0.0,0.0,0.0,100000.0,317.0,1601.0,1930.0,0.0,476.0,0.0,0.0,476.0,0.0,1601.0,1601.0,0.0,0.0,242572.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,35,3400000.0,3500000.0,8573432.0,0.41224873439638543,3.17,0.19800124921923798,0.5994962216624685,0.6007556675062973,0.24663212435233162,0.24663212435233162,1.0,1.2054965646470956,31097.0,1038158.0,1.0,56503.0,56503.0,56503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,1626.0,1954.0,0.0,0.0,0.0,100000.0,336.0,1626.0,1954.0,0.0,472.0,0.0,0.0,483.0,0.0,1626.0,1626.0,0.0,0.0,245100.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,36,3500000.0,3600000.0,8818532.0,0.4079967360261118,3.36,0.2066420664206642,0.5841584158415841,0.5841584158415841,0.24155578300921188,0.24155578300921188,1.0,1.2017220172201721,28512.0,1066670.0,1.0,58129.0,58129.0,58129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,1588.0,1928.0,0.0,0.0,0.0,100000.0,346.0,1588.0,1928.0,0.0,467.0,0.0,0.0,489.0,0.0,1588.0,1588.0,0.0,0.0,252446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,3600000.0,3700000.0,9070978.0,0.396124319656481,3.46,0.21788413098236775,0.5744157441574416,0.5744157441574416,0.24221991701244813,0.24221991701244813,1.0,1.2141057934508817,28624.0,1095294.0,1.0,59717.0,59717.0,59717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cold_frozen_i1m_h16_s7_state0_mac0,frozen,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,1621.0,1946.0,0.0,0.0,0.0,100000.0,327.0,1621.0,1946.0,0.0,473.0,0.0,0.0,477.0,0.0,1621.0,1621.0,0.0,0.0,243001.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,38,3700000.0,3800000.0,9313979.0,0.41152094024304425,3.27,0.20172732880937694,0.59125,0.59125,0.24306269270298048,0.24306269270298048,1.0,1.2004935225169648,27828.0,1123122.0,1.0,61338.0,61338.0,61338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
