run_id,arm,protocol,phase,hidden_size,seed,checkpoint,state_capacity,service_case,slice_origin_instructions,simulation_instructions,observed_trace_origin_records,category,configured_max_bytes,observed_peak_bytes,configured_max_kib,observed_peak_kib,scope,note
cold_online_random_h8_s17_state0_mac0,scratch,cold,final,8,17,,0,0,25000000,25000000,25000000,shadow Stride / conventional Stride state,2064,2064,2.015625,2.015625,required logical predictor/trainer storage,
cold_online_random_h8_s17_state0_mac0,scratch,cold,final,8,17,,0,0,25000000,25000000,25000000,teacher label availability queue,3072,48,3.0,0.046875,required logical predictor/trainer storage,"48-byte reserved hardware packets per occupied entry; current co-simulation availability Label uses 24 bytes, excluding host deque overhead"
cold_online_random_h8_s17_state0_mac0,scratch,cold,final,8,17,,0,0,25000000,25000000,25000000,bounded training examples and saved start states,15360,14336.0,15.0,14.0,required logical predictor/trainer storage,"64 pending plus one batch in worker; summed component peaks are conservative, not guaranteed simultaneous"
cold_online_random_h8_s17_state0_mac0,scratch,cold,final,8,17,,0,0,25000000,25000000,25000000,padded training input and target tensors,557568,304128,544.5,297.0,required logical predictor/trainer storage,
cold_online_random_h8_s17_state0_mac0,scratch,cold,final,8,17,,0,0,25000000,25000000,25000000,TBPTT autograd-saved activations,1048576,48464,1024.0,47.328125,required logical predictor/trainer storage,unique underlying saved storages; excludes parameter and padded input/target storage; aliases counted once
cold_online_random_h8_s17_state0_mac0,scratch,cold,final,8,17,,0,0,25000000,25000000,25000000,gradient tensors,7632,7632,7.453125,7.453125,required logical predictor/trainer storage,
cold_online_random_h8_s17_state0_mac0,scratch,cold,final,8,17,,0,0,25000000,25000000,25000000,Adam moments and step tensors,15328,15328,14.96875,14.96875,required logical predictor/trainer storage,
cold_online_random_h8_s17_state0_mac0,scratch,cold,final,8,17,,0,0,25000000,25000000,25000000,training FP32 weight copy,7632,7632,7.453125,7.453125,required logical predictor/trainer storage,
cold_online_random_h8_s17_state0_mac0,scratch,cold,final,8,17,,0,0,25000000,25000000,25000000,publication buffer,7632,7632,7.453125,7.453125,required logical predictor/trainer storage,
cold_online_random_h8_s17_state0_mac0,scratch,cold,final,8,17,,0,0,25000000,25000000,25000000,retained old inference weight bank,0,0,0.0,0.0,required logical predictor/trainer storage,separate bank protects an in-flight inference version during publication; configured only for finite online service
cold_online_random_h8_s27_state0_mac0,scratch,cold,final,8,27,,0,0,25000000,25000000,25000000,active FP32 weights,7632,7632,7.453125,7.453125,required logical predictor/trainer storage,
cold_online_random_h8_s27_state0_mac0,scratch,cold,final,8,27,,0,0,25000000,25000000,25000000,"PC tags, valid/replacement metadata and h/c",NA,8832,NA,8.625,required logical predictor/trainer storage,UNBOUNDED configured maximum
cold_online_random_h8_s27_state0_mac0,scratch,cold,final,8,27,,0,0,25000000,25000000,25000000,inference scratch,1344,1344,1.3125,1.3125,required logical predictor/trainer storage,"fixed arithmetic workspace reservation, not a sampled allocator peak"
cold_online_random_h8_s27_state0_mac0,scratch,cold,final,8,27,,0,0,25000000,25000000,25000000,active event metadata,56,56,0.0546875,0.0546875,required logical predictor/trainer storage,fixed active packet reservation
cold_online_random_h8_s27_state0_mac0,scratch,cold,final,8,27,,0,0,25000000,25000000,25000000,decoded delta/address result payload,512,48,0.5,0.046875,required logical predictor/trainer storage,
cold_online_random_h8_s27_state0_mac0,scratch,cold,final,8,27,,0,0,25000000,25000000,25000000,input queue,896,56,0.875,0.0546875,required logical predictor/trainer storage,
cold_online_random_h8_s27_state0_mac0,scratch,cold,final,8,27,,0,0,25000000,25000000,25000000,output queue,768,72,0.75,0.0703125,required logical predictor/trainer storage,
cold_online_random_h8_s27_state0_mac0,scratch,cold,final,8,27,,0,0,25000000,25000000,25000000,shadow Stride / conventional Stride state,2064,2064,2.015625,2.015625,required logical predictor/trainer storage,
cold_online_random_h8_s27_state0_mac0,scratch,cold,final,8,27,,0,0,25000000,25000000,25000000,teacher label availability queue,3072,48,3.0,0.046875,required logical predictor/trainer storage,"48-byte reserved hardware packets per occupied entry; current co-simulation availability Label uses 24 bytes, excluding host deque overhead"
cold_online_random_h8_s27_state0_mac0,scratch,cold,final,8,27,,0,0,25000000,25000000,25000000,bounded training examples and saved start states,15360,14336.0,15.0,14.0,required logical predictor/trainer storage,"64 pending plus one batch in worker; summed component peaks are conservative, not guaranteed simultaneous"
cold_online_random_h8_s27_state0_mac0,scratch,cold,final,8,27,,0,0,25000000,25000000,25000000,padded training input and target tensors,557568,304128,544.5,297.0,required logical predictor/trainer storage,
cold_online_random_h8_s27_state0_mac0,scratch,cold,final,8,27,,0,0,25000000,25000000,25000000,TBPTT autograd-saved activations,1048576,48464,1024.0,47.328125,required logical predictor/trainer storage,unique underlying saved storages; excludes parameter and padded input/target storage; aliases counted once
cold_online_random_h8_s27_state0_mac0,scratch,cold,final,8,27,,0,0,25000000,25000000,25000000,gradient tensors,7632,7632,7.453125,7.453125,required logical predictor/trainer storage,
cold_online_random_h8_s27_state0_mac0,scratch,cold,final,8,27,,0,0,25000000,25000000,25000000,Adam moments and step tensors,15328,15328,14.96875,14.96875,required logical predictor/trainer storage,
cold_online_random_h8_s27_state0_mac0,scratch,cold,final,8,27,,0,0,25000000,25000000,25000000,training FP32 weight copy,7632,7632,7.453125,7.453125,required logical predictor/trainer storage,
cold_online_random_h8_s27_state0_mac0,scratch,cold,final,8,27,,0,0,25000000,25000000,25000000,publication buffer,7632,7632,7.453125,7.453125,required logical predictor/trainer storage,
cold_online_random_h8_s27_state0_mac0,scratch,cold,final,8,27,,0,0,25000000,25000000,25000000,retained old inference weight bank,0,0,0.0,0.0,required logical predictor/trainer storage,separate bank protects an in-flight inference version during publication; configured only for finite online service
cold_online_random_h8_s7_state0_mac0,scratch,cold,final,8,7,,0,0,25000000,25000000,25000000,active FP32 weights,7632,7632,7.453125,7.453125,required logical predictor/trainer storage,
cold_online_random_h8_s7_state0_mac0,scratch,cold,final,8,7,,0,0,25000000,25000000,25000000,"PC tags, valid/replacement metadata and h/c",NA,8832,NA,8.625,required logical predictor/trainer storage,UNBOUNDED configured maximum
cold_online_random_h8_s7_state0_mac0,scratch,cold,final,8,7,,0,0,25000000,25000000,25000000,inference scratch,1344,1344,1.3125,1.3125,required logical predictor/trainer storage,"fixed arithmetic workspace reservation, not a sampled allocator peak"
cold_online_random_h8_s7_state0_mac0,scratch,cold,final,8,7,,0,0,25000000,25000000,25000000,active event metadata,56,56,0.0546875,0.0546875,required logical predictor/trainer storage,fixed active packet reservation
cold_online_random_h8_s7_state0_mac0,scratch,cold,final,8,7,,0,0,25000000,25000000,25000000,decoded delta/address result payload,512,32,0.5,0.03125,required logical predictor/trainer storage,
cold_online_random_h8_s7_state0_mac0,scratch,cold,final,8,7,,0,0,25000000,25000000,25000000,input queue,896,56,0.875,0.0546875,required logical predictor/trainer storage,
cold_online_random_h8_s7_state0_mac0,scratch,cold,final,8,7,,0,0,25000000,25000000,25000000,output queue,768,48,0.75,0.046875,required logical predictor/trainer storage,
cold_online_random_h8_s7_state0_mac0,scratch,cold,final,8,7,,0,0,25000000,25000000,25000000,shadow Stride / conventional Stride state,2064,2064,2.015625,2.015625,required logical predictor/trainer storage,
cold_online_random_h8_s7_state0_mac0,scratch,cold,final,8,7,,0,0,25000000,25000000,25000000,teacher label availability queue,3072,48,3.0,0.046875,required logical predictor/trainer storage,"48-byte reserved hardware packets per occupied entry; current co-simulation availability Label uses 24 bytes, excluding host deque overhead"
cold_online_random_h8_s7_state0_mac0,scratch,cold,final,8,7,,0,0,25000000,25000000,25000000,bounded training examples and saved start states,15360,14336.0,15.0,14.0,required logical predictor/trainer storage,"64 pending plus one batch in worker; summed component peaks are conservative, not guaranteed simultaneous"
cold_online_random_h8_s7_state0_mac0,scratch,cold,final,8,7,,0,0,25000000,25000000,25000000,padded training input and target tensors,557568,304128,544.5,297.0,required logical predictor/trainer storage,
cold_online_random_h8_s7_state0_mac0,scratch,cold,final,8,7,,0,0,25000000,25000000,25000000,TBPTT autograd-saved activations,1048576,48464,1024.0,47.328125,required logical predictor/trainer storage,unique underlying saved storages; excludes parameter and padded input/target storage; aliases counted once
cold_online_random_h8_s7_state0_mac0,scratch,cold,final,8,7,,0,0,25000000,25000000,25000000,gradient tensors,7632,7632,7.453125,7.453125,required logical predictor/trainer storage,
cold_online_random_h8_s7_state0_mac0,scratch,cold,final,8,7,,0,0,25000000,25000000,25000000,Adam moments and step tensors,15328,15328,14.96875,14.96875,required logical predictor/trainer storage,
cold_online_random_h8_s7_state0_mac0,scratch,cold,final,8,7,,0,0,25000000,25000000,25000000,training FP32 weight copy,7632,7632,7.453125,7.453125,required logical predictor/trainer storage,
cold_online_random_h8_s7_state0_mac0,scratch,cold,final,8,7,,0,0,25000000,25000000,25000000,publication buffer,7632,7632,7.453125,7.453125,required logical predictor/trainer storage,
cold_online_random_h8_s7_state0_mac0,scratch,cold,final,8,7,,0,0,25000000,25000000,25000000,retained old inference weight bank,0,0,0.0,0.0,required logical predictor/trainer storage,separate bank protects an in-flight inference version during publication; configured only for finite online service
cold_online_random_h8_s7_state64_mac0,scratch,cold,final,8,7,,64,0,25000000,25000000,25000000,active FP32 weights,7632,7632,7.453125,7.453125,required logical predictor/trainer storage,
cold_online_random_h8_s7_state64_mac0,scratch,cold,final,8,7,,64,0,25000000,25000000,25000000,"PC tags, valid/replacement metadata and h/c",6144,6144,6.0,6.0,required logical predictor/trainer storage,exact-PC entries; logical packed metadata plus FP32 h/c
cold_online_random_h8_s7_state64_mac0,scratch,cold,final,8,7,,64,0,25000000,25000000,25000000,inference scratch,1344,1344,1.3125,1.3125,required logical predictor/trainer storage,"fixed arithmetic workspace reservation, not a sampled allocator peak"
cold_online_random_h8_s7_state64_mac0,scratch,cold,final,8,7,,64,0,25000000,25000000,25000000,active event metadata,56,56,0.0546875,0.0546875,required logical predictor/trainer storage,fixed active packet reservation
cold_online_random_h8_s7_state64_mac0,scratch,cold,final,8,7,,64,0,25000000,25000000,25000000,decoded delta/address result payload,512,32,0.5,0.03125,required logical predictor/trainer storage,
cold_online_random_h8_s7_state64_mac0,scratch,cold,final,8,7,,64,0,25000000,25000000,25000000,input queue,896,56,0.875,0.0546875,required logical predictor/trainer storage,
cold_online_random_h8_s7_state64_mac0,scratch,cold,final,8,7,,64,0,25000000,25000000,25000000,output queue,768,48,0.75,0.046875,required logical predictor/trainer storage,
cold_online_random_h8_s7_state64_mac0,scratch,cold,final,8,7,,64,0,25000000,25000000,25000000,shadow Stride / conventional Stride state,2064,2064,2.015625,2.015625,required logical predictor/trainer storage,
cold_online_random_h8_s7_state64_mac0,scratch,cold,final,8,7,,64,0,25000000,25000000,25000000,teacher label availability queue,3072,48,3.0,0.046875,required logical predictor/trainer storage,"48-byte reserved hardware packets per occupied entry; current co-simulation availability Label uses 24 bytes, excluding host deque overhead"
cold_online_random_h8_s7_state64_mac0,scratch,cold,final,8,7,,64,0,25000000,25000000,25000000,bounded training examples and saved start states,15360,14336.0,15.0,14.0,required logical predictor/trainer storage,"64 pending plus one batch in worker; summed component peaks are conservative, not guaranteed simultaneous"
cold_online_random_h8_s7_state64_mac0,scratch,cold,final,8,7,,64,0,25000000,25000000,25000000,padded training input and target tensors,557568,304128,544.5,297.0,required logical predictor/trainer storage,
cold_online_random_h8_s7_state64_mac0,scratch,cold,final,8,7,,64,0,25000000,25000000,25000000,TBPTT autograd-saved activations,1048576,48464,1024.0,47.328125,required logical predictor/trainer storage,unique underlying saved storages; excludes parameter and padded input/target storage; aliases counted once
cold_online_random_h8_s7_state64_mac0,scratch,cold,final,8,7,,64,0,25000000,25000000,25000000,gradient tensors,7632,7632,7.453125,7.453125,required logical predictor/trainer storage,
cold_online_random_h8_s7_state64_mac0,scratch,cold,final,8,7,,64,0,25000000,25000000,25000000,Adam moments and step tensors,15328,15328,14.96875,14.96875,required logical predictor/trainer storage,
cold_online_random_h8_s7_state64_mac0,scratch,cold,final,8,7,,64,0,25000000,25000000,25000000,training FP32 weight copy,7632,7632,7.453125,7.453125,required logical predictor/trainer storage,
cold_online_random_h8_s7_state64_mac0,scratch,cold,final,8,7,,64,0,25000000,25000000,25000000,publication buffer,7632,7632,7.453125,7.453125,required logical predictor/trainer storage,
cold_online_random_h8_s7_state64_mac0,scratch,cold,final,8,7,,64,0,25000000,25000000,25000000,retained old inference weight bank,0,0,0.0,0.0,required logical predictor/trainer storage,separate bank protects an in-flight inference version during publication; configured only for finite online service
cold_online_random_h8_s7_state64_mac16,scratch,cold,final,8,7,,64,16,25000000,25000000,25000000,active FP32 weights,7632,7632,7.453125,7.453125,required logical predictor/trainer storage,
cold_online_random_h8_s7_state64_mac16,scratch,cold,final,8,7,,64,16,25000000,25000000,25000000,"PC tags, valid/replacement metadata and h/c",6144,5952,6.0,5.8125,required logical predictor/trainer storage,exact-PC entries; logical packed metadata plus FP32 h/c
cold_online_random_h8_s7_state64_mac16,scratch,cold,final,8,7,,64,16,25000000,25000000,25000000,inference scratch,1344,1344,1.3125,1.3125,required logical predictor/trainer storage,"fixed arithmetic workspace reservation, not a sampled allocator peak"
cold_online_random_h8_s7_state64_mac16,scratch,cold,final,8,7,,64,16,25000000,25000000,25000000,active event metadata,56,56,0.0546875,0.0546875,required logical predictor/trainer storage,fixed active packet reservation
cold_online_random_h8_s7_state64_mac16,scratch,cold,final,8,7,,64,16,25000000,25000000,25000000,decoded delta/address result payload,512,32,0.5,0.03125,required logical predictor/trainer storage,
cold_online_random_h8_s7_state64_mac16,scratch,cold,final,8,7,,64,16,25000000,25000000,25000000,input queue,896,896,0.875,0.875,required logical predictor/trainer storage,
cold_online_random_h8_s7_state64_mac16,scratch,cold,final,8,7,,64,16,25000000,25000000,25000000,output queue,768,48,0.75,0.046875,required logical predictor/trainer storage,
cold_online_random_h8_s7_state64_mac16,scratch,cold,final,8,7,,64,16,25000000,25000000,25000000,shadow Stride / conventional Stride state,2064,2064,2.015625,2.015625,required logical predictor/trainer storage,
cold_online_random_h8_s7_state64_mac16,scratch,cold,final,8,7,,64,16,25000000,25000000,25000000,teacher label availability queue,3072,336,3.0,0.328125,required logical predictor/trainer storage,"48-byte reserved hardware packets per occupied entry; current co-simulation availability Label uses 24 bytes, excluding host deque overhead"
cold_online_random_h8_s7_state64_mac16,scratch,cold,final,8,7,,64,16,25000000,25000000,25000000,bounded training examples and saved start states,15360,14240.0,15.0,13.90625,required logical predictor/trainer storage,"64 pending plus one batch in worker; summed component peaks are conservative, not guaranteed simultaneous"
cold_online_random_h8_s7_state64_mac16,scratch,cold,final,8,7,,64,16,25000000,25000000,25000000,padded training input and target tensors,557568,236544,544.5,231.0,required logical predictor/trainer storage,
cold_online_random_h8_s7_state64_mac16,scratch,cold,final,8,7,,64,16,25000000,25000000,25000000,TBPTT autograd-saved activations,1048576,47712,1024.0,46.59375,required logical predictor/trainer storage,unique underlying saved storages; excludes parameter and padded input/target storage; aliases counted once
cold_online_random_h8_s7_state64_mac16,scratch,cold,final,8,7,,64,16,25000000,25000000,25000000,gradient tensors,7632,7632,7.453125,7.453125,required logical predictor/trainer storage,
cold_online_random_h8_s7_state64_mac16,scratch,cold,final,8,7,,64,16,25000000,25000000,25000000,Adam moments and step tensors,15328,15328,14.96875,14.96875,required logical predictor/trainer storage,
cold_online_random_h8_s7_state64_mac16,scratch,cold,final,8,7,,64,16,25000000,25000000,25000000,training FP32 weight copy,7632,7632,7.453125,7.453125,required logical predictor/trainer storage,
cold_online_random_h8_s7_state64_mac16,scratch,cold,final,8,7,,64,16,25000000,25000000,25000000,publication buffer,7632,7632,7.453125,7.453125,required logical predictor/trainer storage,
cold_online_random_h8_s7_state64_mac16,scratch,cold,final,8,7,,64,16,25000000,25000000,25000000,retained old inference weight bank,7632,7632,7.453125,7.453125,required logical predictor/trainer storage,separate bank protects an in-flight inference version during publication; configured only for finite online service
cold_online_random_h8_s7_state64_mac4,scratch,cold,final,8,7,,64,4,25000000,25000000,25000000,active FP32 weights,7632,7632,7.453125,7.453125,required logical predictor/trainer storage,
cold_online_random_h8_s7_state64_mac4,scratch,cold,final,8,7,,64,4,25000000,25000000,25000000,"PC tags, valid/replacement metadata and h/c",6144,5280,6.0,5.15625,required logical predictor/trainer storage,exact-PC entries; logical packed metadata plus FP32 h/c
cold_online_random_h8_s7_state64_mac4,scratch,cold,final,8,7,,64,4,25000000,25000000,25000000,inference scratch,1344,1344,1.3125,1.3125,required logical predictor/trainer storage,"fixed arithmetic workspace reservation, not a sampled allocator peak"
cold_online_random_h8_s7_state64_mac4,scratch,cold,final,8,7,,64,4,25000000,25000000,25000000,active event metadata,56,56,0.0546875,0.0546875,required logical predictor/trainer storage,fixed active packet reservation
cold_online_random_h8_s7_state64_mac4,scratch,cold,final,8,7,,64,4,25000000,25000000,25000000,decoded delta/address result payload,512,32,0.5,0.03125,required logical predictor/trainer storage,
cold_online_random_h8_s7_state64_mac4,scratch,cold,final,8,7,,64,4,25000000,25000000,25000000,input queue,896,896,0.875,0.875,required logical predictor/trainer storage,
cold_online_random_h8_s7_state64_mac4,scratch,cold,final,8,7,,64,4,25000000,25000000,25000000,output queue,768,48,0.75,0.046875,required logical predictor/trainer storage,
cold_online_random_h8_s7_state64_mac4,scratch,cold,final,8,7,,64,4,25000000,25000000,25000000,shadow Stride / conventional Stride state,2064,2064,2.015625,2.015625,required logical predictor/trainer storage,
cold_online_random_h8_s7_state64_mac4,scratch,cold,final,8,7,,64,4,25000000,25000000,25000000,teacher label availability queue,3072,336,3.0,0.328125,required logical predictor/trainer storage,"48-byte reserved hardware packets per occupied entry; current co-simulation availability Label uses 24 bytes, excluding host deque overhead"
cold_online_random_h8_s7_state64_mac4,scratch,cold,final,8,7,,64,4,25000000,25000000,25000000,bounded training examples and saved start states,15360,14144.0,15.0,13.8125,required logical predictor/trainer storage,"64 pending plus one batch in worker; summed component peaks are conservative, not guaranteed simultaneous"
cold_online_random_h8_s7_state64_mac4,scratch,cold,final,8,7,,64,4,25000000,25000000,25000000,padded training input and target tensors,557568,247104,544.5,241.3125,required logical predictor/trainer storage,
cold_online_random_h8_s7_state64_mac4,scratch,cold,final,8,7,,64,4,25000000,25000000,25000000,TBPTT autograd-saved activations,1048576,39780,1024.0,38.84765625,required logical predictor/trainer storage,unique underlying saved storages; excludes parameter and padded input/target storage; aliases counted once
cold_online_random_h8_s7_state64_mac4,scratch,cold,final,8,7,,64,4,25000000,25000000,25000000,gradient tensors,7632,7632,7.453125,7.453125,required logical predictor/trainer storage,
cold_online_random_h8_s7_state64_mac4,scratch,cold,final,8,7,,64,4,25000000,25000000,25000000,Adam moments and step tensors,15328,15328,14.96875,14.96875,required logical predictor/trainer storage,
cold_online_random_h8_s7_state64_mac4,scratch,cold,final,8,7,,64,4,25000000,25000000,25000000,training FP32 weight copy,7632,7632,7.453125,7.453125,required logical predictor/trainer storage,
cold_online_random_h8_s7_state64_mac4,scratch,cold,final,8,7,,64,4,25000000,25000000,25000000,publication buffer,7632,7632,7.453125,7.453125,required logical predictor/trainer storage,
cold_online_random_h8_s7_state64_mac4,scratch,cold,final,8,7,,64,4,25000000,25000000,25000000,retained old inference weight bank,7632,7632,7.453125,7.453125,required logical predictor/trainer storage,separate bank protects an in-flight inference version during publication; configured only for finite online service
cold_online_warm_h16_s7_state0_mac0,warm,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,active FP32 weights,20880,20880,20.390625,20.390625,required logical predictor/trainer storage,
cold_online_warm_h16_s7_state0_mac0,warm,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,"PC tags, valid/replacement metadata and h/c",NA,14720,NA,14.375,required logical predictor/trainer storage,UNBOUNDED configured maximum
cold_online_warm_h16_s7_state0_mac0,warm,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,inference scratch,2176,2176,2.125,2.125,required logical predictor/trainer storage,"fixed arithmetic workspace reservation, not a sampled allocator peak"
cold_online_warm_h16_s7_state0_mac0,warm,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,active event metadata,56,56,0.0546875,0.0546875,required logical predictor/trainer storage,fixed active packet reservation
cold_online_warm_h16_s7_state0_mac0,warm,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,decoded delta/address result payload,512,48,0.5,0.046875,required logical predictor/trainer storage,
cold_online_warm_h16_s7_state0_mac0,warm,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,input queue,896,56,0.875,0.0546875,required logical predictor/trainer storage,
cold_online_warm_h16_s7_state0_mac0,warm,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,output queue,768,72,0.75,0.0703125,required logical predictor/trainer storage,
cold_online_warm_h16_s7_state0_mac0,warm,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,shadow Stride / conventional Stride state,2064,2064,2.015625,2.015625,required logical predictor/trainer storage,
cold_online_warm_h16_s7_state0_mac0,warm,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,teacher label availability queue,3072,48,3.0,0.046875,required logical predictor/trainer storage,"48-byte reserved hardware packets per occupied entry; current co-simulation availability Label uses 24 bytes, excluding host deque overhead"
cold_online_warm_h16_s7_state0_mac0,warm,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,bounded training examples and saved start states,23552,22528.0,23.0,22.0,required logical predictor/trainer storage,"64 pending plus one batch in worker; summed component peaks are conservative, not guaranteed simultaneous"
cold_online_warm_h16_s7_state0_mac0,warm,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,padded training input and target tensors,557568,304128,544.5,297.0,required logical predictor/trainer storage,
cold_online_warm_h16_s7_state0_mac0,warm,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,TBPTT autograd-saved activations,2097152,94416,2048.0,92.203125,required logical predictor/trainer storage,unique underlying saved storages; excludes parameter and padded input/target storage; aliases counted once
cold_online_warm_h16_s7_state0_mac0,warm,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,gradient tensors,20880,20880,20.390625,20.390625,required logical predictor/trainer storage,
cold_online_warm_h16_s7_state0_mac0,warm,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,Adam moments and step tensors,41824,41824,40.84375,40.84375,required logical predictor/trainer storage,
cold_online_warm_h16_s7_state0_mac0,warm,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,training FP32 weight copy,20880,20880,20.390625,20.390625,required logical predictor/trainer storage,
cold_online_warm_h16_s7_state0_mac0,warm,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,publication buffer,20880,20880,20.390625,20.390625,required logical predictor/trainer storage,
cold_online_warm_h16_s7_state0_mac0,warm,cold,final,16,7,i1m,0,0,25000000,25000000,25000000,retained old inference weight bank,0,0,0.0,0.0,required logical predictor/trainer storage,separate bank protects an in-flight inference version during publication; configured only for finite online service
cold_online_warm_h8_s7_state0_mac0,warm,cold,final,8,7,i1m,0,0,25000000,25000000,25000000,active FP32 weights,7632,7632,7.453125,7.453125,required logical predictor/trainer storage,
cold_online_warm_h8_s7_state0_mac0,warm,cold,final,8,7,i1m,0,0,25000000,25000000,25000000,"PC tags, valid/replacement metadata and h/c",NA,8832,NA,8.625,required logical predictor/trainer storage,UNBOUNDED configured maximum
cold_online_warm_h8_s7_state0_mac0,warm,cold,final,8,7,i1m,0,0,25000000,25000000,25000000,inference scratch,1344,1344,1.3125,1.3125,required logical predictor/trainer storage,"fixed arithmetic workspace reservation, not a sampled allocator peak"
cold_online_warm_h8_s7_state0_mac0,warm,cold,final,8,7,i1m,0,0,25000000,25000000,25000000,active event metadata,56,56,0.0546875,0.0546875,required logical predictor/trainer storage,fixed active packet reservation
cold_online_warm_h8_s7_state0_mac0,warm,cold,final,8,7,i1m,0,0,25000000,25000000,25000000,decoded delta/address result payload,512,32,0.5,0.03125,required logical predictor/trainer storage,
cold_online_warm_h8_s7_state0_mac0,warm,cold,final,8,7,i1m,0,0,25000000,25000000,25000000,input queue,896,56,0.875,0.0546875,required logical predictor/trainer storage,
cold_online_warm_h8_s7_state0_mac0,warm,cold,final,8,7,i1m,0,0,25000000,25000000,25000000,output queue,768,48,0.75,0.046875,required logical predictor/trainer storage,
cold_online_warm_h8_s7_state0_mac0,warm,cold,final,8,7,i1m,0,0,25000000,25000000,25000000,shadow Stride / conventional Stride state,2064,2064,2.015625,2.015625,required logical predictor/trainer storage,
cold_online_warm_h8_s7_state0_mac0,warm,cold,final,8,7,i1m,0,0,25000000,25000000,25000000,teacher label availability queue,3072,48,3.0,0.046875,required logical predictor/trainer storage,"48-byte reserved hardware packets per occupied entry; current co-simulation availability Label uses 24 bytes, excluding host deque overhead"
cold_online_warm_h8_s7_state0_mac0,warm,cold,final,8,7,i1m,0,0,25000000,25000000,25000000,bounded training examples and saved start states,15360,14336.0,15.0,14.0,required logical predictor/trainer storage,"64 pending plus one batch in worker; summed component peaks are conservative, not guaranteed simultaneous"
cold_online_warm_h8_s7_state0_mac0,warm,cold,final,8,7,i1m,0,0,25000000,25000000,25000000,padded training input and target tensors,557568,304128,544.5,297.0,required logical predictor/trainer storage,
cold_online_warm_h8_s7_state0_mac0,warm,cold,final,8,7,i1m,0,0,25000000,25000000,25000000,TBPTT autograd-saved activations,1048576,48464,1024.0,47.328125,required logical predictor/trainer storage,unique underlying saved storages; excludes parameter and padded input/target storage; aliases counted once
cold_online_warm_h8_s7_state0_mac0,warm,cold,final,8,7,i1m,0,0,25000000,25000000,25000000,gradient tensors,7632,7632,7.453125,7.453125,required logical predictor/trainer storage,
cold_online_warm_h8_s7_state0_mac0,warm,cold,final,8,7,i1m,0,0,25000000,25000000,25000000,Adam moments and step tensors,15328,15328,14.96875,14.96875,required logical predictor/trainer storage,
cold_online_warm_h8_s7_state0_mac0,warm,cold,final,8,7,i1m,0,0,25000000,25000000,25000000,training FP32 weight copy,7632,7632,7.453125,7.453125,required logical predictor/trainer storage,
cold_online_warm_h8_s7_state0_mac0,warm,cold,final,8,7,i1m,0,0,25000000,25000000,25000000,publication buffer,7632,7632,7.453125,7.453125,required logical predictor/trainer storage,
cold_online_warm_h8_s7_state0_mac0,warm,cold,final,8,7,i1m,0,0,25000000,25000000,25000000,retained old inference weight bank,0,0,0.0,0.0,required logical predictor/trainer storage,separate bank protects an in-flight inference version during publication; configured only for finite online service
cold_stride_h0_s7_state0_mac0,stride,cold,final,0,7,,0,0,25000000,25000000,25000000,active FP32 weights,0,0,0.0,0.0,required logical predictor/trainer storage,
cold_stride_h0_s7_state0_mac0,stride,cold,final,0,7,,0,0,25000000,25000000,25000000,"PC tags, valid/replacement metadata and h/c",0,0,0.0,0.0,required logical predictor/trainer storage,exact-PC entries; logical packed metadata plus FP32 h/c
cold_stride_h0_s7_state0_mac0,stride,cold,final,0,7,,0,0,25000000,25000000,25000000,inference scratch,0,0,0.0,0.0,required logical predictor/trainer storage,"fixed arithmetic workspace reservation, not a sampled allocator peak"
cold_stride_h0_s7_state0_mac0,stride,cold,final,0,7,,0,0,25000000,25000000,25000000,active event metadata,0,0,0.0,0.0,required logical predictor/trainer storage,fixed active packet reservation
cold_stride_h0_s7_state0_mac0,stride,cold,final,0,7,,0,0,25000000,25000000,25000000,decoded delta/address result payload,0,0,0.0,0.0,required logical predictor/trainer storage,
cold_stride_h0_s7_state0_mac0,stride,cold,final,0,7,,0,0,25000000,25000000,25000000,input queue,0,0,0.0,0.0,required logical predictor/trainer storage,
cold_stride_h0_s7_state0_mac0,stride,cold,final,0,7,,0,0,25000000,25000000,25000000,output queue,0,0,0.0,0.0,required logical predictor/trainer storage,
cold_stride_h0_s7_state0_mac0,stride,cold,final,0,7,,0,0,25000000,25000000,25000000,shadow Stride / conventional Stride state,2064,2064,2.015625,2.015625,required logical predictor/trainer storage,
