run_id,arm,protocol,phase,hidden_size,seed,checkpoint,state_capacity,service_case,slice_origin_instructions,simulation_instructions,observed_trace_origin_records,milestone,status,first_window_end,confirmed_at_instructions,ipc,useful_prefetch_coverage,selected_accuracy,legacy_timeliness,request_pressure,cumulative_cycles_saved_vs_stride,total_eligible_callbacks,total_supervised_decisions,total_positive_actions,total_completed_updates,total_training_sample_exposures,total_published_versions,confirmation_ipc,confirmation_useful_prefetch_coverage,confirmation_selected_accuracy,confirmation_legacy_timeliness,confirmation_request_pressure,confirmation_cumulative_cycles_saved_vs_stride,confirmation_total_eligible_callbacks,confirmation_total_supervised_decisions,confirmation_total_positive_actions,confirmation_total_completed_updates,confirmation_total_training_sample_exposures,confirmation_total_published_versions,cumulative_cycles_saved_at_confirmation
cold_frozen_i1m_h8_s7_state64_mac16,frozen,cold,final,8,7,i1m,64,16,25000000,25000000,25000000,positive_window_cycle_saving_vs_stride,NOT REACHED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cold_frozen_i1m_h8_s7_state64_mac16,frozen,cold,final,8,7,i1m,64,16,25000000,25000000,25000000,99_percent_frozen_i1m_window_ipc,REACHED,1000000.0,3000000.0,0.35791044722699933,0.006631762652705061,0.008284883720930232,0.9827586206896551,0.424822476072862,-10938.0,16196.0,0.0,0.0,0.0,0.0,0.0,0.3640207695690285,0.006624171978502687,0.007861168792643133,1.0,0.4179011963057088,-39401.0,48453.0,0.0,0.0,0.0,0.0,0.0,-39401.0
cold_frozen_i1m_h8_s7_state64_mac4,frozen,cold,final,8,7,i1m,64,4,25000000,25000000,25000000,positive_cumulative_cycle_saving_vs_stride,NOT REACHED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cold_frozen_i1m_h8_s7_state64_mac4,frozen,cold,final,8,7,i1m,64,4,25000000,25000000,25000000,positive_window_cycle_saving_vs_stride,NOT REACHED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cold_frozen_i1m_h8_s7_state64_mac4,frozen,cold,final,8,7,i1m,64,4,25000000,25000000,25000000,99_percent_frozen_i1m_window_ipc,REACHED,1000000.0,3000000.0,0.3575041917366481,0.0020942408376963353,0.004810261892036344,1.0,0.23105896881753626,-14113.0,16196.0,0.0,0.0,0.0,0.0,0.0,0.36351290143638487,0.002374703162104737,0.0050411249668347044,1.0,0.23362052934977995,-48360.0,48453.0,0.0,0.0,0.0,0.0,0.0,-48360.0
cold_frozen_i20m_h16_s7_state0_mac0,frozen,cold,final,16,7,i20m,0,0,25000000,25000000,25000000,positive_cumulative_cycle_saving_vs_stride,REACHED,1000000.0,3000000.0,0.4025225281795959,0.5659104130308319,0.32258920281204406,1.0,0.9310280950910775,298724.0,16196.0,0.0,0.0,0.0,0.0,0.0,0.409614135292272,0.5909261342332208,0.3050716221447929,1.0,0.960639682638071,876876.0,48453.0,0.0,0.0,0.0,0.0,0.0,876876.0
cold_frozen_i20m_h16_s7_state0_mac0,frozen,cold,final,16,7,i20m,0,0,25000000,25000000,25000000,positive_window_cycle_saving_vs_stride,REACHED,1000000.0,3000000.0,0.4025225281795959,0.5659104130308319,0.32258920281204406,1.0,0.9310280950910775,298724.0,16196.0,0.0,0.0,0.0,0.0,0.0,0.409614135292272,0.5909261342332208,0.3050716221447929,1.0,0.960639682638071,876876.0,48453.0,0.0,0.0,0.0,0.0,0.0,876876.0
cold_frozen_i20m_h16_s7_state0_mac0,frozen,cold,final,16,7,i20m,0,0,25000000,25000000,25000000,99_percent_frozen_i1m_window_ipc,REACHED,1000000.0,3000000.0,0.4025225281795959,0.5659104130308319,0.32258920281204406,1.0,0.9310280950910775,298724.0,16196.0,0.0,0.0,0.0,0.0,0.0,0.409614135292272,0.5909261342332208,0.3050716221447929,1.0,0.960639682638071,876876.0,48453.0,0.0,0.0,0.0,0.0,0.0,876876.0
cold_frozen_i20m_h8_s7_state0_mac0,frozen,cold,final,8,7,i20m,0,0,25000000,25000000,25000000,positive_cumulative_cycle_saving_vs_stride,REACHED,1000000.0,3000000.0,0.40361200455112894,0.570913321698662,0.27704381210478773,0.9991855019344329,1.0936708860759494,305430.0,16196.0,0.0,0.0,0.0,0.0,0.0,0.40831175745954956,0.5785526809148857,0.2602316168203283,1.0,1.1025847641480195,866398.0,48453.0,0.0,0.0,0.0,0.0,0.0,866398.0
cold_frozen_i20m_h8_s7_state0_mac0,frozen,cold,final,8,7,i20m,0,0,25000000,25000000,25000000,positive_window_cycle_saving_vs_stride,REACHED,1000000.0,3000000.0,0.40361200455112894,0.570913321698662,0.27704381210478773,0.9991855019344329,1.0936708860759494,305430.0,16196.0,0.0,0.0,0.0,0.0,0.0,0.40831175745954956,0.5785526809148857,0.2602316168203283,1.0,1.1025847641480195,866398.0,48453.0,0.0,0.0,0.0,0.0,0.0,866398.0
