accuracy,best_normal,best_normal_ipc,cycles,drop_rate,fail_reason,instructions,ipc,keyed_dropped_invalid_address,keyed_entries,keyed_trigger_coverage,keyed_unique_trigger_keys,keyed_unmatched_rows,l2_load_hit,l2_load_miss,l2_load_miss_rate,l2_loads,late_per_issued,list_loaded_entries,list_loaded_trigger_keys,list_replayer_instantiated,log,log_missing,no_pref_ipc,nodup_accuracy,nodup_issued,nodup_mode,pf_dropped,pf_filled,pf_issued,pf_late,pf_requested,pf_useful,pf_useless,pq_merged_duplicate_proxy,prefetcher,replay_transport_ok,replayer_emitted_candidates,replayer_final_loaded_trigger_keys,replayer_matched_trigger_keys,replayer_runtime_l2_loads,run_failed,selected_accuracy,speedup_vs_best_normal,speedup_vs_no_pref,timeliness,trace,useful_per_l2_miss_self,useless_per_issued
0.9796092380927471,sandbox,0.43628,57995958,0.0,,25000003,0.43106,0,191445,0.9984247706549345,144106,0,388353,15866,0.0392510000766911,404219,0.0009259017079486307,191445,144106,1,formal_NN_training/results/standalone_lstm_replay/raw_v2_profiled_keyed_diag_602_619_20260623_150430/logs/602.gcc_s-734B.standalone_lstm.log,0,0.368,0.9796092380927471,191165,1,0,190578,191165,177,191165,187267,3276,0,standalone_lstm,1,191165,144106,143879,404219,0,0.9796092380927471,0.98803520674796,1.171358695652174,0.999055717974435,602.gcc_s-734B,11.803037942770704,0.0171370282216933
0.9006371927171744,sms,0.38105,66085177,0.0,,25000003,0.3783,0,275790,0.9977103324931335,203523,0,248177,46868,0.15885034486264807,295045,0.09726185240246735,275790,203523,1,formal_NN_training/results/standalone_lstm_replay/raw_v2_profiled_keyed_diag_602_619_20260623_150430/logs/619.lbm_s-4268B.standalone_lstm.log,0,0.322,0.9006371927171744,275113,1,0,248291,275113,26758,275113,247777,481,0,standalone_lstm,1,275113,203523,203057,295045,0,0.9006371927171744,0.9927830993307966,1.1748447204968944,0.9025333746152585,619.lbm_s-4268B,5.286698813689511,0.0017483724869417293
