trace,prefetcher,behavior_ipc,behavior_speedup_vs_no_pref,behavior_l2_loads,behavior_l2_load_miss,behavior_l2_load_miss_rate,behavior_miss_reduction_vs_no_pref,behavior_pf_requested,behavior_pf_dropped,behavior_pf_issued,behavior_nodup_issued,behavior_pf_filled,behavior_pf_useful,behavior_pf_useless,behavior_pf_late,behavior_pq_merged_duplicate_proxy,behavior_accuracy,behavior_nodup_accuracy,behavior_selected_accuracy,behavior_timeliness,behavior_late_per_issued,behavior_drop_rate,behavior_useless_per_issued,behavior_run_failed,behavior_fail_reason,behavior_log_missing,behavior_log,residual_demand,residual_demand_hit,residual_demand_miss,residual_demand_miss_rate,residual_covered_on_time,residual_covered_on_time_rate,residual_coverage_among_misses,residual_late_prefetch,residual_late_rate_among_misses,residual_residual_miss,residual_residual_miss_rate,residual_residual_share_of_misses,residual_original_miss_pool,residual_pf_requested_events,residual_pf_accepted_events,residual_pf_duplicate_events,residual_pf_duplicate_rate,residual_event_file,has_residual_audit
620.omnetpp_s-874B,streamer,0.24228,1.0201263157894738,451360,278278,0.6165322580645162,0.120914599088939,757318,0,757318,659178,397943,110831,286074,2538,98140,0.14634671300563304,0.1681351622778673,0.1681351622778673,0.9776129276962838,0.0033513002463958336,0.0,0.37774620436857437,0,,0,/home/qianruw/cache/formal_NN_training/results/base_prefetcher_zoo/behavior_audit/logs/620.omnetpp_s-874B.streamer.log,451360,173082,278278,0.6165322580645162,52592,0.11651896490606169,0.15895064526853447,1942,0.006978632877913453,278278,0.6165322580645162,0.8410493547314656,330870,378952,378952,48338,0.12755705208047458,formal_NN_training/results/base_prefetcher_zoo/residual_audit/events/620.omnetpp_s-874B.streamer.events.csv.gz,1
620.omnetpp_s-874B,ampm,0.23976,1.0095157894736844,451359,300054,0.6647790339840349,0.05212380826020205,310419,0,310419,289753,143933,45147,98338,1868,20666,0.14543890676794913,0.15581201920256219,0.15581201920256219,0.9602679995746038,0.006017672887291049,0.0,0.3167911757978732,0,,0,/home/qianruw/cache/formal_NN_training/results/base_prefetcher_zoo/behavior_audit/logs/620.omnetpp_s-874B.ampm.log,451359,151305,300054,0.6647790339840349,22176,0.04913162250004985,0.0688204077832604,880,0.002932805428356229,300054,0.6647790339840349,0.9311795922167396,322230,158198,158198,10386,0.06565190457527909,formal_NN_training/results/base_prefetcher_zoo/residual_audit/events/620.omnetpp_s-874B.ampm.events.csv.gz,1
620.omnetpp_s-874B,spp,0.23869,1.0050105263157896,451389,316347,0.7008301044110512,0.000653916867264353,174696,0,174696,171086,127,74,53,34,3610,0.00042359298438430186,0.00043253100779724814,0.00043253100779724814,0.6851851851851852,0.0001946238036360306,0.0,0.00030338416449145943,0,,0,/home/qianruw/cache/formal_NN_training/results/base_prefetcher_zoo/behavior_audit/logs/620.omnetpp_s-874B.spp.log,451389,135042,316347,0.7008301044110512,50,0.00011076920350296529,0.0001580293112766556,13,4.1094115006622474e-05,316347,0.7008301044110512,0.9998419706887234,316397,90145,90145,2129,0.023617505130622884,formal_NN_training/results/base_prefetcher_zoo/residual_audit/events/620.omnetpp_s-874B.spp.events.csv.gz,1
620.omnetpp_s-874B,ipcp,0.23771,1.0008842105263158,451406,315134,0.6981165513971901,0.004485806529059813,29016,0,29016,29016,14872,5374,9433,374,0,0.18520816101461263,0.18520816101461263,0.18520816101461263,0.9349338900487126,0.012889440308795148,0.0,0.32509649848359523,0,,0,/home/qianruw/cache/formal_NN_training/results/base_prefetcher_zoo/behavior_audit/logs/620.omnetpp_s-874B.ipcp.log,451406,136272,315134,0.6981165513971901,2150,0.004762896372666734,0.006776263536768321,292,0.0009265899585573121,315134,0.6981165513971901,0.9932237364632317,317284,14185,14185,0,0.0,formal_NN_training/results/base_prefetcher_zoo/residual_audit/events/620.omnetpp_s-874B.ipcp.events.csv.gz,1
620.omnetpp_s-874B,sms,0.24695,1.0397894736842106,451284,246242,0.5456475301583925,0.22211692159947433,808086,0,808086,808086,593171,197737,394038,3655,0,0.24469796531557284,0.24469796531557284,0.24469796531557284,0.9818513148486534,0.0045230334395101515,0.0,0.4876188920486186,0,,0,/home/qianruw/cache/formal_NN_training/results/base_prefetcher_zoo/behavior_audit/logs/620.omnetpp_s-874B.sms.log,451284,205042,246242,0.5456475301583925,90340,0.20018436284025137,0.2684041333166955,1934,0.007854062263951722,246242,0.5456475301583925,0.7315958666833046,336582,412799,412799,0,0.0,formal_NN_training/results/base_prefetcher_zoo/residual_audit/events/620.omnetpp_s-874B.sms.events.csv.gz,1
620.omnetpp_s-874B,sandbox,0.24433,1.028757894736842,451253,237594,0.526520599309035,0.24943611516518507,7809601,186257,7623344,6663110,3656950,373815,3279950,10848,960234,0.04903556759343406,0.056102180513303845,0.056102180513303845,0.9717986913220144,0.0014229975716693356,0.02384974597293767,0.4302508190631303,0,,0,/home/qianruw/cache/formal_NN_training/results/base_prefetcher_zoo/behavior_audit/logs/620.omnetpp_s-874B.sandbox.log,466225,213659,252566,0.5417255616923159,161570,0.34654941283714946,0.39013753935905116,8884,0.03517496416778189,252566,0.5417255616923159,0.6098624606409488,414136,4271882,4271882,530053,0.12407950406869853,formal_NN_training/results/base_prefetcher_zoo/residual_audit/events/620.omnetpp_s-874B.sandbox.events.csv.gz,1
620.omnetpp_s-874B,power7,0.24232,1.0202947368421054,451341,278931,0.6180050117317062,0.11885175988930799,730714,0,730714,633770,378404,105531,271622,2751,96944,0.14442175734966076,0.16651308834435205,0.16651308834435205,0.9745941153654347,0.0037648108562310287,0.0,0.37172135746680646,0,,0,/home/qianruw/cache/formal_NN_training/results/base_prefetcher_zoo/behavior_audit/logs/620.omnetpp_s-874B.power7.log,451341,172410,278931,0.6180050117317062,52554,0.11643967643090258,0.15854111045748676,2005,0.007188157644722171,278931,0.6180050117317062,0.8414588895425132,331485,404526,404526,55098,0.13620385339879265,formal_NN_training/results/base_prefetcher_zoo/residual_audit/events/620.omnetpp_s-874B.power7.events.csv.gz,1
623.xalancbmk_s-700B,no_pref,0.35321,1.0,1218494,450350,0.36959558274394455,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,/home/qianruw/cache/formal_NN_training/results/base_prefetcher_zoo/behavior_audit/logs/623.xalancbmk_s-700B.no_pref.log,1218494,768144,450350,0.36959558274394455,0,0.0,0.0,0,0.0,450350,0.36959558274394455,1.0,450350,0,0,0,0.0,formal_NN_training/results/base_prefetcher_zoo/residual_audit/events/623.xalancbmk_s-700B.no_pref.events.csv.gz,1
623.xalancbmk_s-700B,stride,0.3534,1.0005379236148466,1218495,448287,0.36790220723105144,0.004580881536582658,299845,0,299845,268834,19224,18849,373,7498,31011,0.06286247894745618,0.07011389928357276,0.07011389928357276,0.715413519565795,0.025006253230835933,0.0,0.0012439760542947188,0,,0,/home/qianruw/cache/formal_NN_training/results/base_prefetcher_zoo/behavior_audit/logs/623.xalancbmk_s-700B.stride.log,1218495,770208,448287,0.36790220723105144,2119,0.0017390305253612037,0.004704644254295014,7486,0.01669912355254558,448287,0.36790220723105144,0.9952953557457049,450406,166147,166147,29686,0.17867310273432563,formal_NN_training/results/base_prefetcher_zoo/residual_audit/events/623.xalancbmk_s-700B.stride.events.csv.gz,1
623.xalancbmk_s-700B,streamer,0.33644,0.9525211630474788,1218352,730241,0.5993678345831089,-0.6214966137448651,2459972,0,2459972,2136580,828293,111140,715938,6770,323392,0.045179376025418175,0.052017710546761645,0.052017710546761645,0.942583326265796,0.0027520638446291257,0.0,0.2910350199107957,0,,0,/home/qianruw/cache/formal_NN_training/results/base_prefetcher_zoo/behavior_audit/logs/623.xalancbmk_s-700B.streamer.log,1218352,488111,730241,0.5993678345831089,49555,0.04067379542201269,0.06354867170388152,6635,0.009086041457546207,730241,0.5993678345831089,0.9364513282961184,779796,1303747,1303747,221023,0.16952905740147436,formal_NN_training/results/base_prefetcher_zoo/residual_audit/events/623.xalancbmk_s-700B.streamer.events.csv.gz,1
623.xalancbmk_s-700B,ampm,0.34924,0.9887602276266243,1218334,505771,0.4151332885727559,-0.12306206284001332,924845,0,924845,839364,139608,52884,86456,3276,85481,0.05718147365234175,0.0630048465266559,0.0630048465266559,0.9416666666666667,0.003542215182003471,0.0,0.09348161043201834,0,,0,/home/qianruw/cache/formal_NN_training/results/base_prefetcher_zoo/behavior_audit/logs/623.xalancbmk_s-700B.ampm.log,1218334,712563,505771,0.4151332885727559,22845,0.018751015731318342,0.0432166260574784,3240,0.006406061241154594,505771,0.4151332885727559,0.9567833739425216,528616,500930,500930,76605,0.15292555846126205,formal_NN_training/results/base_prefetcher_zoo/residual_audit/events/623.xalancbmk_s-700B.ampm.events.csv.gz,1
623.xalancbmk_s-700B,spp,0.35391,1.001981823844172,1218483,439632,0.36080273586090245,0.02379926723659376,1670201,0,1670201,1612741,30949,7816,23108,1870,57460,0.004679676278483847,0.004846407451661488,0.004846407451661488,0.806937848441049,0.0011196257216945745,0.0,0.013835460522416165,0,,0,/home/qianruw/cache/formal_NN_training/results/base_prefetcher_zoo/behavior_audit/logs/623.xalancbmk_s-700B.spp.log,1218483,778851,439632,0.36080273586090245,1140,0.000935589581471387,0.002586371185102502,1852,0.004212614186410452,439632,0.36080273586090245,0.9974136288148975,440772,804305,804305,42036,0.05226375566482864,formal_NN_training/results/base_prefetcher_zoo/residual_audit/events/623.xalancbmk_s-700B.spp.events.csv.gz,1
623.xalancbmk_s-700B,ipcp,0.35241,0.9977350584638034,1218487,461190,0.37849398475322266,-0.024070167647385367,87172,0,87172,87172,16769,5863,10856,118,0,0.06725783508466021,0.06725783508466021,0.06725783508466021,0.980270857716101,0.001353645666039554,0.0,0.12453540127563896,0,,0,/home/qianruw/cache/formal_NN_training/results/base_prefetcher_zoo/behavior_audit/logs/623.xalancbmk_s-700B.ipcp.log,1218487,757297,461190,0.37849398475322266,2858,0.002345531794758582,0.006158845636658277,80,0.00017346429887898698,461190,0.37849398475322266,0.9938411543633417,464048,59386,59386,0,0.0,formal_NN_training/results/base_prefetcher_zoo/residual_audit/events/623.xalancbmk_s-700B.ipcp.events.csv.gz,1
623.xalancbmk_s-700B,sms,0.34167,0.967328218340364,1218827,656622,0.5387327323730111,-0.45802597979349396,1932085,0,1932085,1932085,1057158,291589,764626,11070,0,0.15091934361065895,0.15091934361065895,0.15091934361065895,0.963424183652229,0.005729561587611311,0.0,0.39575173970089306,0,,0,/home/qianruw/cache/formal_NN_training/results/base_prefetcher_zoo/behavior_audit/logs/623.xalancbmk_s-700B.sms.log,1218827,562205,656622,0.5387327323730111,124113,0.10182987413308041,0.15896943265000288,10936,0.01665493998068904,656622,0.5387327323730111,0.8410305673499971,780735,894555,894555,0,0.0,formal_NN_training/results/base_prefetcher_zoo/residual_audit/events/623.xalancbmk_s-700B.sms.events.csv.gz,1
623.xalancbmk_s-700B,sandbox,0.34524,0.9774355199456413,1218507,600003,0.49240833249213994,-0.33230376373931386,17013266,4122042,12891224,10755534,5030567,536632,4491270,23596,2135690,0.04162769958849524,0.049893571067694084,0.049893571067694084,0.9578814339875907,0.0018303925212997617,0.24228399179792992,0.34839748343524246,0,,0,/home/qianruw/cache/formal_NN_training/results/base_prefetcher_zoo/behavior_audit/logs/623.xalancbmk_s-700B.sandbox.log,1218513,618504,600009,0.4924108318910016,368129,0.30211331352230136,0.3802443453309342,23387,0.038977748667103324,600009,0.4924108318910016,0.6197556546690658,968138,8210756,8210756,1248937,0.15210986661885945,formal_NN_training/results/base_prefetcher_zoo/residual_audit/events/623.xalancbmk_s-700B.sandbox.events.csv.gz,1
623.xalancbmk_s-700B,power7,0.3433,0.9719430367203645,1218439,615468,0.5051282829915983,-0.36664372154990565,1764449,0,1764449,1503898,560701,82274,477415,7460,260551,0.046628720920808706,0.05470716764035859,0.05470716764035859,0.9168654021886911,0.0042279487817443295,0.0,0.2705745533024757,0,,0,/home/qianruw/cache/formal_NN_training/results/base_prefetcher_zoo/behavior_audit/logs/623.xalancbmk_s-700B.power7.log,1218439,602971,615468,0.5051282829915983,27781,0.02280048488270648,0.043188563060339,7360,0.01195837963955884,615468,0.5051282829915983,0.956811436939661,643249,720657,720657,120576,0.16731399264837502,formal_NN_training/results/base_prefetcher_zoo/residual_audit/events/623.xalancbmk_s-700B.power7.events.csv.gz,1
