trace,rows,useful_rate,duplicate_rate,good_prefetch_rate,hit_rate,self_candidate_rate,zero_candidate_delta_rate,nonzero_candidate_delta_rate,good_nonzero_rate_among_all,good_nonzero_rate_among_nonzero,good_nonzero,top_candidate_deltas
602.gcc_s-734B,9822930,0.027662520245995848,0.9747445008770296,0.019588859943010895,0.7069693054923532,0.0016479807959539567,0.0016479807959539567,0.998352019204046,0.019588350929916024,0.019620685442729095,192415,"[(3, 1503474), (4, 1450726), (5, 1373738), (6, 1247378), (7, 1094770), (8, 879256), (1, 809868), (2, 775332), (9, 649758), (10, 21214)]"
